category,Average BytesAcked,Minimum BytesAcked,Maximum BytesAcked,Median BytesAcked
1 Nov 2022,29733.2143,4742.5714,55592.6429,30423.1429
2 Nov 2022,28488.2174,4642.8261,52732.5217,28635.5217
3 Nov 2022,28756.2273,4683.5455,53131.1818,29082.8636
4 Nov 2022,28968.6,4726.7,52959.25,29805
5 Nov 2022,29715.6,4716.6,55152.2,30390.2
6 Nov 2022,29844.9231,4725.9231,55228.2308,30406.4615
7 Nov 2022,27288.3846,4679.3077,49876.8462,27538.3077
8 Nov 2022,28616.6,4666.1,53023.05,29195.25
9 Nov 2022,29587.9038,4679.3077,54973.9615,30130.3077
10 Nov 2022,28851.9423,4675.4231,53579.5,29396.0385
11 Nov 2022,29398.75,4700.1875,54413.125,29916.875
12 Nov 2022,29366.3571,4728.1429,54530.0714,29971.7857
13 Nov 2022,29679.5714,4742.5714,54803.7857,30167
14 Nov 2022,28761.4595,4702.4054,53339.8378,29426.6216
15 Nov 2022,28200.2152,4687.962,52514.2278,28801.7722
16 Nov 2022,29103.5217,4673.5652,53935.6739,29764.7609
17 Nov 2022,29262,4687.0769,54261.2308,29908.3462
18 Nov 2022,27746.8889,4667.2222,51895.4444,26789.7778
19 Nov 2022,29853.1667,4678.4444,55148.7778,30318.1667
20 Nov 2022,28321.6875,4668.625,52680.3125,28519.625
21 Nov 2022,29653.0526,4682.5789,55091.4211,30141.0526
22 Nov 2022,29307.2353,4709.4706,54139.1176,29835.9412
23 Nov 2022,30059,4718.1538,55651.6923,30509.5769
24 Nov 2022,28067.4286,4713.7143,51095.5714,28787.5
25 Nov 2022,29760.0286,4664.6571,55476.6286,30047.7429
26 Nov 2022,0,0,0,0
27 Nov 2022,29727.9444,4745.7778,55156.6667,30461.3333
28 Nov 2022,29930.878,4727.439,55403.878,30401.6341
29 Nov 2022,28009.5405,4664.1892,51841.4595,28372.7027
30 Nov 2022,29142.5333,4721.0889,53612.9333,29836.6222
