category,Average RTT,Minimum RTT,Maximum RTT,Median RTT
1 Nov 2022,208236.9286,101896.0714,415113.7143,231910.0714
2 Nov 2022,150681.2273,78097.5455,303534.0909,132102.7727
3 Nov 2022,159165.5455,105562.1364,325062.4091,153590.1818
4 Nov 2022,131498.75,58215.1,370961.85,118164.5
5 Nov 2022,38505.8,28836,53633.6,33271.6
6 Nov 2022,37904.9231,28015.1538,59992.0769,33234.7692
7 Nov 2022,145581.9167,73943.0833,247460.9167,187412.75
8 Nov 2022,132213.3,83870.75,273138.85,156339.2
9 Nov 2022,148816.4038,104055.5769,271033.6731,168175.8269
10 Nov 2022,154674.5385,106298.8654,280601.7885,169790.1923
11 Nov 2022,129935.9394,100417.3939,214756.6667,140484.8485
12 Nov 2022,89512.7857,85908.9286,97030.7143,87028.6429
13 Nov 2022,51041.1786,30875,85248.1786,42413.5714
14 Nov 2022,131814.2105,83100.8421,314233.7105,151312.6053
15 Nov 2022,121108.7051,75974.1795,233635.2564,123572.4487
16 Nov 2022,195825.8478,105335.9565,358347.3261,199881.0435
17 Nov 2022,158918.9615,98384.6154,305600.1154,172964.7308
18 Nov 2022,253182.4444,114013.5556,724526.5556,145050.6667
19 Nov 2022,180368.4444,69136.8889,419644.2778,223395.2222
20 Nov 2022,106987.25,104168.3125,121742.9375,106143.125
21 Nov 2022,99661.4211,49963.9474,174884.8947,89272
22 Nov 2022,81018.4706,34143.8235,155069.7059,93275.2353
23 Nov 2022,116835.6538,44195.3462,259024,152374.3462
24 Nov 2022,76435.3333,34796.8333,157174.6667,93182.5833
25 Nov 2022,111355.6571,90317.2,184497.8571,118841.8
26 Nov 2022,0,0,0,0
27 Nov 2022,75837.8889,28632.1111,179750.7778,72849.6111
28 Nov 2022,71081.439,41554.0244,131563.439,82487
29 Nov 2022,110250.8889,85754.9444,156599.3611,106539.7778
30 Nov 2022,90628.1111,59044.0667,180545.0889,91877.0889
