category,Average BusyTime,Minimum BusyTime,Maximum BusyTime,Median BusyTime
1 Nov 2022,2282525.4286,220000,4293714.2857,2354142.8571
2 Nov 2022,2094207.5652,270260.8696,3972000,2084434.7826
3 Nov 2022,2250433.2727,196363.6364,4315272.7273,2270363.6364
4 Nov 2022,1624139.8,128800,3198200,1640000
5 Nov 2022,1461196.6,208800,2786400,1494400
6 Nov 2022,1624295.6154,427384.6154,2827076.9231,1623230.7692
7 Nov 2022,2269325.5385,382153.8462,4333230.7692,2233384.6154
8 Nov 2022,1963657.75,269400,3664600,2009900
9 Nov 2022,2582844.3269,310307.6923,4811769.2308,2651153.8462
10 Nov 2022,2405466.0577,243769.2308,4563769.2308,2463923.0769
11 Nov 2022,2385216.7813,202625,4641000,2416562.5
12 Nov 2022,1869180.2143,175142.8571,3596571.4286,1912571.4286
13 Nov 2022,1273573,97285.7143,2478857.1429,1287500
14 Nov 2022,2054238.4054,234162.1622,3906810.8108,2118108.1081
15 Nov 2022,2584546.519,260506.3291,5064911.3924,2615417.7215
16 Nov 2022,2455651.4565,202956.5217,4851130.4348,2437826.087
17 Nov 2022,2312018.0385,193384.6154,4466615.3846,2332461.5385
18 Nov 2022,2632246,283555.5556,4854666.6667,2664666.6667
19 Nov 2022,2083866.6111,165333.3333,4071777.7778,2123111.1111
20 Nov 2022,2336625.625,282000,4429250,2356750
21 Nov 2022,1809261.3684,124421.0526,3726105.2632,1826000
22 Nov 2022,1636063.7647,158352.9412,3199529.4118,1589882.3529
23 Nov 2022,1392416.6538,107692.3077,2711692.3077,1407230.7692
24 Nov 2022,1386234.5,109142.8571,2700000,1420285.7143
25 Nov 2022,2171942.2,211657.1429,4130057.1429,2226857.1429
26 Nov 2022,0,0,0,0
27 Nov 2022,1978607,66000,4710666.6667,1818666.6667
28 Nov 2022,1133316,85853.6585,2181463.4146,1162975.6098
29 Nov 2022,2066431.3243,257513.5135,3906054.0541,2111783.7838
30 Nov 2022,1623661.5778,211822.2222,3096266.6667,1637555.5556
