category,Average Delivered,Minimum Delivered,Maximum Delivered,Median Delivered
1 Nov 2022,48.4286,5.9286,92.6429,49.7857
2 Nov 2022,47.3043,5.4348,88.6522,47.7391
3 Nov 2022,46.8636,5.6364,88.5455,47.5455
4 Nov 2022,48.1,5.85,89.85,49.55
5 Nov 2022,49,5.8,92.2,50.2
6 Nov 2022,49.3077,5.8462,92,50.1538
7 Nov 2022,44.9231,5.6923,83.4615,45.6923
8 Nov 2022,47.15,5.65,88.9,48.1
9 Nov 2022,48.6154,5.7308,91.8654,49.6731
10 Nov 2022,47.2885,5.6538,89.6538,48.4423
11 Nov 2022,48.1875,5.7188,90.9375,49.0625
12 Nov 2022,48.0714,5.9286,91.0714,49.2143
13 Nov 2022,49.2143,5.9286,91.9643,49.9286
14 Nov 2022,47.5946,5.7568,89.8649,48.8378
15 Nov 2022,46.8101,5.7215,88.4937,48.1266
16 Nov 2022,47.6957,5.587,89.8478,48.9783
17 Nov 2022,48.4231,5.7308,91.3846,49.6923
18 Nov 2022,45,5.5556,86,44
19 Nov 2022,49.7222,5.7222,93,50.5556
20 Nov 2022,46.1875,5.6875,87.6875,46.8125
21 Nov 2022,49.5263,5.6842,92.9474,50.4211
22 Nov 2022,49.1765,5.7647,92.2353,50.2941
23 Nov 2022,49.6538,5.8077,93.2692,50.3462
24 Nov 2022,47.2857,5.8571,87.4286,48.4286
25 Nov 2022,48.9429,5.6,92.7714,49.5143
26 Nov 2022,0,0,0,0
27 Nov 2022,49.6111,5.9444,93.1667,51.1667
28 Nov 2022,49.6098,5.878,93.1951,50.4878
29 Nov 2022,46.0541,5.5946,86.7027,46.7838
30 Nov 2022,48.0444,5.8444,89.9111,49.1778
