category,Average PMTU,Minimum PMTU,Maximum PMTU,Median PMTU
1 Nov 2022,1440025.1429,267158,1565698,1520298.5714
2 Nov 2022,903695.4348,81662.4348,1064210.9565,1018533.1304
3 Nov 2022,1504704.9091,136335.4545,1665602,1620508.7273
4 Nov 2022,592720.9,155814.6,680803.2,643896.4
5 Nov 2022,682261,168022.4,774646.4,774646.4
6 Nov 2022,536113.7692,224315.0769,573501.8462,565026.4615
7 Nov 2022,801032.4615,159850.7692,912710.4615,854540.3077
8 Nov 2022,1558305.55,114271.8,1737136,1736503.6
9 Nov 2022,1145239.5577,109324,1310322.2308,1277236.3077
10 Nov 2022,1165559.8077,104725.4615,1365768.3077,1301343.3846
11 Nov 2022,729682.9063,93825.25,821777.5,803366.625
12 Nov 2022,1756436.3571,275519.7143,1936232,1935985.1429
13 Nov 2022,416375.7143,172845.7143,432040.5714,432040.5714
14 Nov 2022,1139015.4595,138427.2432,1236267.2432,1235486.5946
15 Nov 2022,938373.5949,137597.1646,1087099.7975,1055638.7848
16 Nov 2022,1139671.8261,158553.0435,1289749.5652,1250710.7826
17 Nov 2022,1234262.4231,87763.5385,1428207.2308,1366409.8462
18 Nov 2022,1493997.3333,114941.7778,1686580,1634736
19 Nov 2022,1095008.1667,136145.3333,1279392.2222,1213784
20 Nov 2022,1706925.3125,234438.75,1845310.5,1844018
21 Nov 2022,592238.9474,230647.5789,646996.2105,635748.2105
22 Nov 2022,773844.8824,173841.6471,826999.0588,821155.5294
23 Nov 2022,727922.3846,175995.8462,794088.3077,794044
24 Nov 2022,889881.6429,263236.5714,975088.5714,949330
25 Nov 2022,1125194.6571,101328.9143,1258567.7714,1245131.5429
26 Nov 2022,0,0,0,0
27 Nov 2022,1379949.6667,241246.8889,2355637.3333,1473096.3333
28 Nov 2022,957200.878,222112.0976,1064175.5122,1061177.6585
29 Nov 2022,908605.7297,145676.2162,1040374.0541,1005834.2703
30 Nov 2022,945627.1111,169091.2,1055454.6667,1025550.2667
