category,Average NotsentBytes,Minimum NotsentBytes,Maximum NotsentBytes,Median NotsentBytes
1 Nov 2022,0,0,0,0
2 Nov 2022,8.6087,0,203.4348,25.3913
3 Nov 2022,0,0,0,0
4 Nov 2022,38.35,0,471.05,0
5 Nov 2022,0,0,0,0
6 Nov 2022,44.0769,0,721.6923,0
7 Nov 2022,1284.6154,0,3278.2308,1244.9231
8 Nov 2022,0.05,0,2.15,0
9 Nov 2022,17.7115,0,225.6154,0
10 Nov 2022,0.9038,0,22.5192,22.5
11 Nov 2022,30.5313,0,369.625,0
12 Nov 2022,0,0,0,0
13 Nov 2022,10.5714,0,124.6429,0
14 Nov 2022,0,0,0,0
15 Nov 2022,138.2025,0,519.8101,148.5949
16 Nov 2022,45.8261,0,382.8261,100.9565
17 Nov 2022,0,0,0,0
18 Nov 2022,58.2222,0,654.8889,327.4444
19 Nov 2022,0,0,0,0
20 Nov 2022,4.8125,0,148.0625,0
21 Nov 2022,2.9474,0,123.2632,0
22 Nov 2022,0.0588,0,2.5294,0
23 Nov 2022,0,0,0,0
24 Nov 2022,0,0,0,0
25 Nov 2022,5.3143,0,134.3429,0
26 Nov 2022,0,0,0,0
27 Nov 2022,0,0,0,0
28 Nov 2022,0,0,0,0
29 Nov 2022,636.4865,0,1586.5676,634.0811
30 Nov 2022,95.9556,0,418.1778,0
