category,Average BytesAcked,Minimum BytesAcked,Maximum BytesAcked,Median BytesAcked
1 Nov 2022,7697287,83441.4286,17736878.4286,7466199.8571
2 Nov 2022,4364433,55690.2727,9571257.0909,4663226.6818
3 Nov 2022,11385351.6818,46948.8182,25573699.7273,11781167
4 Nov 2022,5829262.35,165904.4,12801795.5,5933349.95
5 Nov 2022,527175.8,72503.8,1057539.4,591781.6
6 Nov 2022,448913,43612.6923,875421.6154,521932.3077
7 Nov 2022,3485198.75,92111,7220117.5,4010756.75
8 Nov 2022,10743538.3,164860.4,22754951.4,11533274.3
9 Nov 2022,10366726.2692,50200.8077,22877666.7885,10650123.7115
10 Nov 2022,11604164.4615,58422.9231,25388140.9231,12001043.4615
11 Nov 2022,12272731.4848,88607.9697,26308627.303,12513874.8485
12 Nov 2022,12376581.7143,301014.7143,25278013.1429,12866361.0714
13 Nov 2022,747548.7857,130601.4286,1419190.0714,786040.6071
14 Nov 2022,11677083,167157.9474,24409519.1579,12162365.8684
15 Nov 2022,7467179.1795,108461.1795,16229717,7786319.5
16 Nov 2022,10235608.087,75124.1739,22473041.0217,10413502.9783
17 Nov 2022,10862201,101902.3077,23451479.4615,11522593.3462
18 Nov 2022,7723093.3333,150787.8889,16240811,8021481
19 Nov 2022,5284349.5556,206132.3333,11937095.5556,5106134
20 Nov 2022,13595879.0625,88368.75,29425257.5,14557590.875
21 Nov 2022,10521431,285239.2105,22372266.4737,10604942.3158
22 Nov 2022,10148515.5882,614476.8824,21760525.1176,10050472.6471
23 Nov 2022,7888805.8077,366330.3846,16618741.3077,7952408.9231
24 Nov 2022,8975734.0833,250985.3333,20479500.3333,8494648.4167
25 Nov 2022,11750059.1714,148628.4286,25440660.4857,12044069.9714
26 Nov 2022,0,0,0,0
27 Nov 2022,11372238.3889,399924,24132624.6667,11373382.3333
28 Nov 2022,16059979.7561,498275.3415,33246230.122,16455535.878
29 Nov 2022,10481339.5833,117500.9444,22193715.8056,10775732.1944
30 Nov 2022,5042060.3556,135771.5333,11520300.9556,4984038.4
