category,Maximum Download Bandwidth,Minimum Download Bandwidth,Maximum Upload Bandwidth,Minimum Upload Bandwidth
1 Nov 2022,27.184064571199997,2.3837622856,0.489904,0.4425314288
2 Nov 2022,17.0331229088,1.6936669088,0.7425641735999999,0.48004556559999995
3 Nov 2022,39.0569312728,1.952792,0.454512,0.42315890879999996
4 Nov 2022,23.1246008,5.05098,0.9542824,0.8314844
5 Nov 2022,9.543832,0.7434031999999999,1.1629568000000001,0.3794848
6 Nov 2022,7.3148572303999995,0.6723089231999999,1.047163692,0.638544
7 Nov 2022,17.6654906664,1.1447533336,0.7164769232,0.616132308
8 Nov 2022,45.3543376,4.9720752,2.7872868,2.5989116
9 Nov 2022,50.2616686152,1.890331692,0.4576433848,0.3135366152
10 Nov 2022,56.522222307999996,2.3295924616,0.4620547696,0.3752106152
11 Nov 2022,51.134947151199995,3.4564693336,0.4813017504,0.4334665
12 Nov 2022,62.2810777144,9.2157234288,0.605132,0.558396
13 Nov 2022,7.50958,0.9082565712,1.1217282856000002,0.8892425712
14 Nov 2022,51.454840420800004,5.4284174736,2.4752423784,2.3873950271999997
15 Nov 2022,37.2348637952,2.3143191792,1.3283579744,1.1889689112
16 Nov 2022,47.6326885216,2.7590205216,0.4754742608,0.4104608696
17 Nov 2022,44.11646707680001,4.0742935384,0.5474886152,0.4936172304
18 Nov 2022,36.798992,4.0819057776,0.5333857776,0.5032746664
19 Nov 2022,18.3543493336,4.7598635552,0.9227408887999999,0.8460826664
20 Nov 2022,73.5673075,3.4067835,0.435744,0.3661195
21 Nov 2022,39.0897237896,5.5470547368,5.737580631199999,2.3306593687999997
22 Nov 2022,48.5933717648,8.2103091768,3.0621552944,1.4354009408
23 Nov 2022,25.7751012304,10.2207818464,1.185684308,1.0456095384
24 Nov 2022,41.3764726664,6.01246,2.3157857144,1.8234725712
25 Nov 2022,59.5573556568,6.0611876568,0.6028658288000001,0.4823812568
26 Nov 2022,0,0,0,0
27 Nov 2022,41.073718222400004,11.6569715552,1.5366386664,1.3807164448
28 Nov 2022,53.870308292800004,13.313579512,2.8937865368,2.7607559024
29 Nov 2022,51.637286888800006,4.0598093336,0.6800700544,0.5763284327999999
30 Nov 2022,30.0336908448,1.1705480888,0.9815409776,0.6985619552
