category,Average RTT,Minimum RTT,Maximum RTT,Median RTT
1 Nov 2022,112900.2143,101985,128401.1429,112931.2857
2 Nov 2022,99000.087,74896.087,136930.5217,100939.5217
3 Nov 2022,115769.3182,106563.8636,124542.5455,118012.7727
4 Nov 2022,109001.15,55552.2,170542.2,109429.75
5 Nov 2022,46990.4,31779.8,62361.2,46835.2
6 Nov 2022,43698.9231,30687.0769,53619.3846,44594.7692
7 Nov 2022,170202.6923,136300.7692,231478.5385,183620.9231
8 Nov 2022,108447.8,89274.8,168486.3,105059
9 Nov 2022,137973.4615,110406.6346,225351.6538,145158.7308
10 Nov 2022,130909.3654,108966.3269,176813.9038,126336.6538
11 Nov 2022,126670.3438,103676.875,152878.9063,136821.8125
12 Nov 2022,92880.6429,86440.0714,97862.4286,93519
13 Nov 2022,51654.4643,34933.3214,65814.0714,53041.75
14 Nov 2022,111102.7297,89670.6757,153725.7027,106308.7297
15 Nov 2022,162020.5443,92979.0127,240796.1772,171105.1139
16 Nov 2022,146360.8043,108493.7174,224383.4348,137471
17 Nov 2022,117623.6923,93928.1923,141664.3462,119720.5
18 Nov 2022,253066.7778,147503.4444,424000.5556,266437.3333
19 Nov 2022,116733.6111,73285.6111,163120.6667,125938.3333
20 Nov 2022,127235.9375,109177.9375,170412.0625,124311.8125
21 Nov 2022,88522.3158,50121.0526,140815,96214.5789
22 Nov 2022,86458.7059,49267.0588,132895.4118,80909
23 Nov 2022,66574.4231,45494.7308,88801.5385,68815.6923
24 Nov 2022,71157.2143,43767.2857,130653.8571,77170.2143
25 Nov 2022,114882.0857,92428.3714,164180.9429,117025.4571
26 Nov 2022,0,0,0,0
27 Nov 2022,140833.6111,25198.0556,292912.7778,137760.1667
28 Nov 2022,50427.4634,37693.9512,63002.6585,53534.2683
29 Nov 2022,106457.1351,92746.2703,120753.2162,107787.4054
30 Nov 2022,73034.3778,59621.3556,91552.7111,72146.6222
