category,Average BytesSent,Minimum BytesSent,Maximum BytesSent,Median BytesSent
1 Nov 2022,8565567.0714,147290,18964134.7143,8474882.4286
2 Nov 2022,5125031.8182,120899.3182,10824640.2273,5481687.5
3 Nov 2022,13286773.2273,102658.4545,28368335.1818,13996067.7273
4 Nov 2022,6261651.15,246644.35,13598678.85,6319043.55
5 Nov 2022,671181,138864,1259305.2,754477.8
6 Nov 2022,598543,87259.3077,1098114.5385,701191.6923
7 Nov 2022,4296468,135742,8299559.3333,5017706.0833
8 Nov 2022,12716755.3,280175.4,25449280.6,13812371
9 Nov 2022,12933442.4423,110526.3846,26637465.9808,13567851
10 Nov 2022,14513959.0769,124286.2115,29729920.9038,15221540.4038
11 Nov 2022,15188722.3636,183936.4545,30395976.3333,15801488.3333
12 Nov 2022,15731503.4286,557082.2857,29681147,16306127
13 Nov 2022,885992.3571,193455.1429,1630094.7143,935065.1071
14 Nov 2022,14068989.8158,229317.4211,27917719.0526,14832688.5526
15 Nov 2022,9227912.5385,166778.9872,18853498.9359,9723068.8718
16 Nov 2022,12751228.1957,156436.2391,26078256.0217,13152029.1957
17 Nov 2022,13134932.6154,202747.1154,26651888.8846,14021504.8846
18 Nov 2022,9192312,231503,18250876.3333,9624725
19 Nov 2022,5698245.4444,267883.2222,12545766.8889,5594611.6667
20 Nov 2022,16710087,184313.875,34105772.625,18224895.375
21 Nov 2022,11725076.1053,357292.7368,24482765.0526,11886213.2632
22 Nov 2022,10663264.8235,752390.1765,22514601.4706,10598818.4118
23 Nov 2022,8152522.4231,482123.2308,16906968.6923,8237975.3077
24 Nov 2022,9387977.5833,342497.9167,21126733.25,8882964.5833
25 Nov 2022,14881480.1143,276980.7143,30064328.3714,15577719.5143
26 Nov 2022,0,0,0,0
27 Nov 2022,11603354.8889,536623,24336223.6667,11604261.6667
28 Nov 2022,17211219.6341,629485.2927,34969792.9512,17690481.9268
29 Nov 2022,13347752.7778,217274.0833,26234625,13808302.1389
30 Nov 2022,6104217.3778,222970.4667,13111987.9333,6144524.5556
