category,Average DeliveryRate,Minimum DeliveryRate,Maximum DeliveryRate,Median DeliveryRate
1 Nov 2022,58049.6429,55360,61282.4286,57590.9286
2 Nov 2022,80514.913,53932.8261,92862.7391,79457.5652
3 Nov 2022,55006.5455,52934.1818,56851.6364,55166.6364
4 Nov 2022,114875.2,102635.4,119325.2,113857.75
5 Nov 2022,99731.4,28615.2,145419.6,87011
6 Nov 2022,106822.7692,61764.2308,130531.0769,105252.9231
7 Nov 2022,86304.6923,76452.5385,89597.5385,88343
8 Nov 2022,342107.65,324903.95,348449.85,343926
9 Nov 2022,50481.2885,38445.8462,56240.9038,52103.5962
10 Nov 2022,53437.5385,46941.7692,57800.5769,53698.3462
11 Nov 2022,58209.375,54228.5,60210.5625,59272.5625
12 Nov 2022,72661.9286,67718.7143,75674,73018
13 Nov 2022,129631.1429,103343.7143,140255.6429,127132.0714
14 Nov 2022,306261.1081,296467,309436.1081,307571.6216
15 Nov 2022,157416.3544,144882.3924,165800.443,156911.1772
16 Nov 2022,55967.1087,51209.3261,59471.7391,56203.3913
17 Nov 2022,66137.1154,61746.2692,68484.4231,67959.8846
18 Nov 2022,65927.8889,62950,66704.8889,66353.4444
19 Nov 2022,112589.2778,105798.1667,115372.3889,113777
20 Nov 2022,52044.5,43396.6875,54512.875,53464.4375
21 Nov 2022,487774.6316,276470.5263,717245.2105,384890.7895
22 Nov 2022,304768.8824,157233.4118,382805.7059,329998.0588
23 Nov 2022,143458.5385,130737.6154,148247.5385,144319.9615
24 Nov 2022,215011.2857,159099.7143,289519.2143,203133.5714
25 Nov 2022,70750.7143,60345.3429,75405.2857,72414.4857
26 Nov 2022,0,0,0,0
27 Nov 2022,189264.7778,172628.0556,192121.6667,190753.8889
28 Nov 2022,358288,345135.7073,361765.6341,359694.439
29 Nov 2022,80449.5405,69939.6757,85053.7568,81568.7297
30 Nov 2022,111622.2222,82460.2444,122736.4222,111225.4
