category,Average DeliveryRate,Minimum DeliveryRate,Maximum DeliveryRate,Median DeliveryRate
1 Jan 2022,1063059.619,498498.2857,1558069.619,1058897.4762
2 Jan 2022,1372986.9048,520453.1905,1908913.9048,1326592.9524
3 Jan 2022,2036653.3846,674894.8462,4877552.3846,1664385.9231
4 Jan 2022,2072722.0159,988804.0635,4512408.4286,1795731.6032
5 Jan 2022,2249710.1071,1148769.0952,5082972.5119,1960107.8929
6 Jan 2022,1931103.8133,983643.8933,4770682.4267,1703909.3333
7 Jan 2022,2335183.5862,1494959.1724,7054492.1724,1933077.2414
8 Jan 2022,1592681,898397.3478,4050556.8696,1443770.8696
9 Jan 2022,873322.75,348389.0714,1526011.8571,928073.9643
10 Jan 2022,1071532.025,451564.05,1769022.275,1053998.925
11 Jan 2022,2110241.8286,982653.8286,4185800.5714,1884739.8571
12 Jan 2022,1879939.5185,737762.4198,3408566.6914,1774476.0494
13 Jan 2022,1186688.1739,582477.2174,2148693.3478,1114467.9565
14 Jan 2022,980195.0909,559186.9545,1386226,952946.6818
15 Jan 2022,669305,318917.0667,994876.9333,679884.6
16 Jan 2022,0,0,0,0
17 Jan 2022,0,0,0,0
18 Jan 2022,1777332.5,541444.1842,2802188.4211,1642040.8421
19 Jan 2022,1408181.814,515034.7442,2141968.7209,1502943.7209
20 Jan 2022,1588836.6429,612416.1429,2228373.5357,1590696.0714
21 Jan 2022,1148277.7778,308119.6111,1737765.2222,1240478.3333
22 Jan 2022,1859749.3182,710067.9394,2741808.4091,1858364.4091
23 Jan 2022,1475759.913,494800.7391,2208682.4783,1624018.913
24 Jan 2022,1399379.32,500236.3,2388258.26,1382571.62
25 Jan 2022,982297.697,342097.8485,1692322.7576,1045074.8788
26 Jan 2022,700724.8657,306026.597,1154039.7612,663593.209
27 Jan 2022,1081151.2609,387667.0652,1819115.7609,1045403.4783
28 Jan 2022,1891593.5,773050.55,3495897,1971321.05
29 Jan 2022,398000.9767,154610.8837,657805.3953,405831.7209
30 Jan 2022,1176117.2222,490631.3889,1777126.2963,1176805.037
31 Jan 2022,1908785.4,959860.2,5192503.8,1668040.4
