category,Average RTO,Minimum RTO,Maximum RTO,Median RTO
1 Jan 2022,347553.2381,239047.619,563619.0476,323238.0952
2 Jan 2022,271436.2857,232571.4286,316571.4286,281428.5714
3 Jan 2022,216004.3462,207846.1538,255384.6154,211692.3077
4 Jan 2022,255796.8167,221800,344666.6667,270733.3333
5 Jan 2022,236814.4643,215761.9048,289428.5714,242428.5714
6 Jan 2022,246744.5867,216746.6667,305866.6667,255120
7 Jan 2022,219562.6897,210344.8276,241379.3103,215448.2759
8 Jan 2022,251422.913,228173.913,285565.2174,253391.3043
9 Jan 2022,329252.3929,240857.1429,460714.2857,364785.7143
10 Jan 2022,292230.325,236400,410800,309900
11 Jan 2022,235358.5143,221371.4286,256914.2857,236514.2857
12 Jan 2022,249193.642,224691.358,296740.7407,254493.8272
13 Jan 2022,295111.5217,256347.8261,379304.3478,288521.7391
14 Jan 2022,298966.4091,231090.9091,402545.4545,314000
15 Jan 2022,343119.1818,274000,448181.8182,328636.3636
16 Jan 2022,0,0,0,0
17 Jan 2022,0,0,0,0
18 Jan 2022,266301.7105,233052.6316,344421.0526,258157.8947
19 Jan 2022,257761.3488,230418.6047,307162.7907,271860.4651
20 Jan 2022,323328.3571,288571.4286,411428.5714,314357.1429
21 Jan 2022,453654.2222,340000,683333.3333,472888.8889
22 Jan 2022,255674.6818,234787.8788,292060.6061,255090.9091
23 Jan 2022,314138.4565,252869.5652,395913.0435,303260.8696
24 Jan 2022,373357.92,249680,575440,388040
25 Jan 2022,336777.1818,251393.9394,456484.8485,347333.3333
26 Jan 2022,358770.5821,237731.3433,512835.8209,373671.6418
27 Jan 2022,263060.7872,240851.0638,302638.2979,264297.8723
28 Jan 2022,261783.7,234400,308200,243100
29 Jan 2022,430059.3571,271333.3333,655904.7619,407380.9524
30 Jan 2022,389884.6852,232592.5926,589703.7037,399629.6296
31 Jan 2022,223442.8,214400,238000,227800
