category,Average DataSegsIn,Minimum DataSegsIn,Maximum DataSegsIn,Median DataSegsIn
1 Jan 2022,719.2381,25.381,1373.1905,731.0476
2 Jan 2022,957.0952,59.8571,1729.5714,1023.4762
3 Jan 2022,2446.7692,426.9231,4176.2308,2497.3462
4 Jan 2022,2075.4333,350.6167,3572.9833,2133.3
5 Jan 2022,2334.3214,400.3214,4013.3929,2409.0357
6 Jan 2022,2202.64,320.5333,3918.28,2241.2
7 Jan 2022,3025.8966,460.6552,5225.4483,3126.7931
8 Jan 2022,1368.5217,252.6957,2424.0435,1376.1739
9 Jan 2022,512.5,27,913.2143,522.5714
10 Jan 2022,542.625,38.625,1015.8,542.775
11 Jan 2022,1818.1143,215.5429,3226.1429,1831.8286
12 Jan 2022,1244.5679,154.2716,2269.9877,1260.4815
13 Jan 2022,1268.913,219.087,2299.7826,1297.6087
14 Jan 2022,1832.6364,91.4091,3291.3182,1898.8182
15 Jan 2022,367.0909,43.1364,645.5455,383.6364
16 Jan 2022,0,0,0,0
17 Jan 2022,0,0,0,0
18 Jan 2022,909.4211,94.1316,1542.3158,972.1579
19 Jan 2022,384.4884,54.3721,683,389.7442
20 Jan 2022,494.1429,16.1071,903.8571,510.1071
21 Jan 2022,1188.0556,10.6667,2361.0556,1205.3333
22 Jan 2022,121.197,15.2424,208.8182,127.5303
23 Jan 2022,226.6739,15.5652,408.5217,250.6522
24 Jan 2022,793.06,87.82,1467.36,805.58
25 Jan 2022,1063.9091,61.697,1914.6364,1088.1212
26 Jan 2022,716.9552,58.5373,1277.6567,751.7463
27 Jan 2022,1053.9787,75.9787,1921.1489,1098.1702
28 Jan 2022,2862.3,375.2,5024.9,2920.4
29 Jan 2022,1590.8095,72.381,2851.119,1677.2381
30 Jan 2022,1604.3148,73.1667,3012.5,1666.9259
31 Jan 2022,2418.7,140.6,4384.3,2425.2
