category,Average BytesAcked,Minimum BytesAcked,Maximum BytesAcked,Median BytesAcked
1 Jan 2022,29592.4286,4735.7619,54672.381,30209.3333
2 Jan 2022,28976.1429,4745.381,53541,29621.5714
3 Jan 2022,29645.1923,4747.2308,54608,30065.3077
4 Jan 2022,29616.6667,4738.1667,54732.3667,30445.9833
5 Jan 2022,29047.9762,4752.5952,53291.0952,29808.5833
6 Jan 2022,30042.9467,4738.84,55437.1333,30603.8533
7 Jan 2022,29135.2069,4755,53603.3793,29782.931
8 Jan 2022,28463.8261,4737.4348,52375.3478,28954.6087
9 Jan 2022,29803.6429,4726.1429,55445.0357,30320.25
10 Jan 2022,29559.8,4739.85,54735.1,30325.75
11 Jan 2022,28709.4286,3905.4857,53755.6286,29243
12 Jan 2022,29348.4321,4752.5062,54286.9136,29886.2963
13 Jan 2022,29672.2174,4746.2174,54570.0435,30427.2609
14 Jan 2022,28680.6364,4546.8182,53134.3636,29036.0455
15 Jan 2022,28499.2727,4519.2727,52798.6364,29223.5455
16 Jan 2022,0,0,0,0
17 Jan 2022,0,0,0,0
18 Jan 2022,27681.8421,4400.9737,50983.1842,28362.3158
19 Jan 2022,29121.7674,4747.6047,53619.8372,29588.7209
20 Jan 2022,28198.7143,4720.9286,51804.4643,28873.3929
21 Jan 2022,29849.5,4656,55377.6667,30038.4444
22 Jan 2022,30107.0909,4732.5152,55737.1212,30715.0606
23 Jan 2022,28404.413,4713.087,52201.8913,29200.1522
24 Jan 2022,28057.3,4732.76,51868.22,28564.06
25 Jan 2022,28787.303,4720.2727,53188.303,29312.8182
26 Jan 2022,29055.4776,4738.9104,53440.7164,29571.2388
27 Jan 2022,29215.5106,4739.8085,53910.234,29691.2766
28 Jan 2022,28487,4746.9,52383.9,29261.15
29 Jan 2022,29036.6429,4723.3333,53771.619,29520.7381
30 Jan 2022,28939.6667,4730.8148,53473.1296,29509.7593
31 Jan 2022,30472.9,4757,56284.8,30880.9
