category,Average RTT,Minimum RTT,Maximum RTT,Median RTT
1 Sep 2021,0,0,0,0
2 Sep 2021,16929.1429,9666.2857,43055.4286,13514
3 Sep 2021,59567.5,33315,144117.7,49824.7
4 Sep 2021,143982.8,57308.2,286673,202891.8
5 Sep 2021,130417.25,61870.75,270687,92641.25
6 Sep 2021,14626.9429,10370.8,23029.3714,15150.7143
7 Sep 2021,115218.1429,82460.7143,189401.2857,119948.2857
8 Sep 2021,154847.6667,59020,327968,115834.5
9 Sep 2021,77417,56335.3333,142495.3333,65658.3333
10 Sep 2021,0,0,0,0
11 Sep 2021,0,0,0,0
12 Sep 2021,0,0,0,0
13 Sep 2021,14456.8182,9287.1364,23641.8182,14496.6364
14 Sep 2021,19767.0435,13987.4783,32382.6087,19958.087
15 Sep 2021,57726.625,13077.5833,123366.875,52268.5417
16 Sep 2021,6449.9167,4770.4583,8719.3333,6359
17 Sep 2021,6202.0417,4408.5417,8784.7917,6106.125
18 Sep 2021,4637.7917,3233.7917,6938.0417,4756.3333
19 Sep 2021,4982.6,3136.4,8142.9,4715.2
20 Sep 2021,7787.7143,4551.7143,18753.1429,10604
21 Sep 2021,40237.2632,26796.8947,70983.0526,37201.3158
22 Sep 2021,120527.3333,47628.3333,300633.3333,157375.3333
23 Sep 2021,217849,37751,309433,249690
24 Sep 2021,6390.6,4532.2,9611.8,6432.8
25 Sep 2021,13060.9,8463.3,19248.4,13659.7
26 Sep 2021,0,0,0,0
27 Sep 2021,12349,9857.5556,17563.5556,12726.4444
28 Sep 2021,35079.45,17279.45,65191.75,30050.1
29 Sep 2021,13014.3111,9703.3333,18920.5778,13850.4444
30 Sep 2021,0,0,0,0
