category,Average DeliveryRate,Minimum DeliveryRate,Maximum DeliveryRate,Median DeliveryRate
1 Sep 2021,0,0,0,0
2 Sep 2021,352467.7143,52283,500269.7143,401856.2857
3 Sep 2021,188832.9,108506.4,219150.9,187194.3
4 Sep 2021,93405.4,58469.4,111082.4,91049.2
5 Sep 2021,108539,26526,137368,128196.25
6 Sep 2021,387284.6286,111915.9143,538285.6,366136.7143
7 Sep 2021,77773.5714,16675.4286,97140.5714,77637.2857
8 Sep 2021,88997.1667,25564,118384,99499.1667
9 Sep 2021,88354.3333,41949.6667,99138.3333,90262.3333
10 Sep 2021,0,0,0,0
11 Sep 2021,0,0,0,0
12 Sep 2021,0,0,0,0
13 Sep 2021,472658.8636,183505.5455,628715.2727,441049.3182
14 Sep 2021,556438.7826,297027.4348,630086.4783,559419.913
15 Sep 2021,689786.125,520685.375,782949.5,693381.3333
16 Sep 2021,1296238.2083,1003209.625,1394523.5833,1263958
17 Sep 2021,1333361.2083,967549.625,1468693.8333,1338346.375
18 Sep 2021,1772494.3333,1637579.3333,1789793.0417,1789793.0417
19 Sep 2021,1778401.2,1659414,1835871.3,1752501.8
20 Sep 2021,1070156.7143,853717.8571,1129677.1429,1014351.2857
21 Sep 2021,653652.5263,498868.9474,714157.6316,613466.8947
22 Sep 2021,169887.3333,57529,268251.6667,145212.3333
23 Sep 2021,128086,105385,148063,148063
24 Sep 2021,1201672.8,1201672.8,1201672.8,1201672.8
25 Sep 2021,1003512,903110.3,1020347.1,1020347.1
26 Sep 2021,0,0,0,0
27 Sep 2021,460352.7778,180076,598306.2222,400137.1111
28 Sep 2021,685149.5,405866.8,822764.6,679825.2
29 Sep 2021,394996,81602.4444,559509.7778,400401.2
30 Sep 2021,0,0,0,0
