category,Average BytesAcked,Minimum BytesAcked,Maximum BytesAcked,Median BytesAcked
1 Sep 2021,0,0,0,0
2 Sep 2021,10830791.875,137200.25,21614600.25,11694637.75
3 Sep 2021,4783800.4,347901.4,9234462.2,5108709.8
4 Sep 2021,1769954.2,123693.2,3746521.2,1842495.2
5 Sep 2021,1219083,77574,2642224.5,1318290.75
6 Sep 2021,11022525.0588,612327.8824,21707233.7647,11882516.2941
7 Sep 2021,3091430.8571,26890,7843497.4286,3070964.5714
8 Sep 2021,648201.5,50249.1667,1415264.1667,620385.5
9 Sep 2021,5537759.6667,20017,11386625,6082069
10 Sep 2021,0,0,0,0
11 Sep 2021,0,0,0,0
12 Sep 2021,0,0,0,0
13 Sep 2021,12783576.4091,855834.2727,24501123.9091,13412073.9091
14 Sep 2021,10805822.0417,557799.75,21944720.0833,11318298.25
15 Sep 2021,9024321.0833,589206.2083,17628292.2917,9275164.125
16 Sep 2021,14260785.125,1963193.8333,26278729.5,14739025.3333
17 Sep 2021,13790268.9167,1555997.5,25189630.8333,14427451.6667
18 Sep 2021,14473081,1834331,26566264.3333,14914472.6667
19 Sep 2021,15192207.5,2366597.8,27381797.8,16130767.8
20 Sep 2021,14359371.4286,1663519.7143,26714719.7143,15138319.7143
21 Sep 2021,11710779.7895,1117816.4737,22278731.8421,12019572.4737
22 Sep 2021,1996679.6667,160687.3333,4533606,1847098.6667
23 Sep 2021,4585270,161530,9477802,4322722
24 Sep 2021,14086569.6,926170,26970930,15191330
25 Sep 2021,11521498.6,695748.4,22493318.2,12082454.2
26 Sep 2021,0,0,0,0
27 Sep 2021,13267795.6667,1178644.2222,24911444.2222,13944777.5556
28 Sep 2021,11917387.6,1035041.7,22141334.7,12631709.7
29 Sep 2021,12848307.1364,871176.9545,24222264.9545,13455199.0455
30 Sep 2021,0,0,0,0
