category,Average BytesReceived,Minimum BytesReceived,Maximum BytesReceived,Median BytesReceived
1 Sep 2021,0,0,0,0
2 Sep 2021,4575867.8571,461392.8571,7922500.1429,4592400.1429
3 Sep 2021,1500920.6,270400.4,2711704.4,1509908.6
4 Sep 2021,164617.6,7367,292267.4,164859.8
5 Sep 2021,2177381,11281.25,4356586.75,2286174.25
6 Sep 2021,3973713.8857,415131,7052732.1714,4008990.2
7 Sep 2021,170367.2857,18364.7143,286753.1429,174552.2857
8 Sep 2021,1084015,11487.6667,2130503.6667,1085930.3333
9 Sep 2021,158613.6667,6973.3333,253240,166716
10 Sep 2021,0,0,0,0
11 Sep 2021,0,0,0,0
12 Sep 2021,0,0,0,0
13 Sep 2021,3392968.7727,404197.2727,6061064,3539634.3636
14 Sep 2021,3455882.4783,468723,6037615.087,3570839.3478
15 Sep 2021,3239095.6667,466116.7083,5480481.7917,3403358.2083
16 Sep 2021,4585395.625,654609.5,8054319.8333,4696909.5
17 Sep 2021,4569436.3333,493157.8333,8040197.1667,4690457.6667
18 Sep 2021,4800528.125,892874.5,8227638.8333,4879782.8333
19 Sep 2021,4655815.6,656427,8241487,4703687
20 Sep 2021,4677873,777245.5714,8112645.5714,4846945.5714
21 Sep 2021,3709493.2632,486983.1579,6464775.6842,3823808.6316
22 Sep 2021,109185.6667,6431.6667,195198.3333,115999.6667
23 Sep 2021,1154356,4605,2183733,1372629
24 Sep 2021,4916135.4,652841,8256801,5158041
25 Sep 2021,4172034.7,761343,7451698.8,4253728.8
26 Sep 2021,0,0,0,0
27 Sep 2021,4692253.8889,633177,8135658.7778,4739442.7778
28 Sep 2021,4095902.75,694300.7,7156121,4091315.6
29 Sep 2021,4650215.2444,507364.0222,8134907.5333,4698630.9111
30 Sep 2021,0,0,0,0
