category,Average RTO,Minimum RTO,Maximum RTO,Median RTO
1 Sep 2021,0,0,0,0
2 Sep 2021,240099.1429,211428.5714,383428.5714,215428.5714
3 Sep 2021,358333,241600,655200,322600
4 Sep 2021,643499,318400,1507200,660800
5 Sep 2021,504094.5,283000,1023000,348000
6 Sep 2021,217214.5429,212228.5714,242514.2857,217142.8571
7 Sep 2021,379672.8571,290857.1429,598857.1429,343142.8571
8 Sep 2021,612154.8333,317333.3333,1126666.6667,475333.3333
9 Sep 2021,316362,264000,482666.6667,274666.6667
10 Sep 2021,0,0,0,0
11 Sep 2021,0,0,0,0
12 Sep 2021,0,0,0,0
13 Sep 2021,216583.1364,211272.7273,228727.2727,216545.4545
14 Sep 2021,289478.0435,216521.7391,411826.087,303826.087
15 Sep 2021,393362.5833,215166.6667,583166.6667,388416.6667
16 Sep 2021,208910.375,206000,210333.3333,208916.6667
17 Sep 2021,208444.6667,205666.6667,210666.6667,208833.3333
18 Sep 2021,207168.0417,204000,209000,207750
19 Sep 2021,207340.5,204000,209600,207600
20 Sep 2021,211456.5714,207428.5714,233142.8571,222857.1429
21 Sep 2021,346994.0526,276000,485473.6842,303789.4737
22 Sep 2021,900380.6667,252000,1850666.6667,893333.3333
23 Sep 2021,597191,240000,920000,660000
24 Sep 2021,208609.2,207200,211200,208800
25 Sep 2021,215197.7,211600,221600,215800
26 Sep 2021,0,0,0,0
27 Sep 2021,214320.2222,212000,220000,214666.6667
28 Sep 2021,288331.3,236400,346200,285300
29 Sep 2021,216582.4889,211822.2222,256711.1111,216133.3333
30 Sep 2021,0,0,0,0
