category,Average BytesReceived,Minimum BytesReceived,Maximum BytesReceived,Median BytesReceived
1 Sep 2021,0,0,0,0
2 Sep 2021,1322.5,1041,1654.125,1337.125
3 Sep 2021,1191.2,1025.6,1406.3,1195
4 Sep 2021,1115.6,931.4,1345,1138.2
5 Sep 2021,1144,998.75,1326,1174.25
6 Sep 2021,1119.3235,795.7647,1506.2941,1133.8529
7 Sep 2021,1415.2857,1151,1728.4286,1433.1429
8 Sep 2021,1012.3333,881,1182.5,1015.1667
9 Sep 2021,1547.3333,1167.3333,1966.3333,1590.3333
10 Sep 2021,0,0,0,0
11 Sep 2021,0,0,0,0
12 Sep 2021,0,0,0,0
13 Sep 2021,1156.0909,805.4545,1574.5455,1150.6818
14 Sep 2021,1331.125,967.0833,1766.0833,1351
15 Sep 2021,1169.5,861.4583,1535.125,1182.7917
16 Sep 2021,1184.375,785,1642.75,1199.375
17 Sep 2021,1179.5417,785,1631,1194.5
18 Sep 2021,1207.2083,785,1687.7917,1222.7917
19 Sep 2021,1218.6,785,1701.5,1245.8
20 Sep 2021,1115.4286,785,1523.5714,1124.1429
21 Sep 2021,1130.9474,827.3684,1502.6842,1123.1053
22 Sep 2021,1269.3333,1087.6667,1510.6667,1244.6667
23 Sep 2021,986,785,1302,950
24 Sep 2021,1169.6,785,1631,1175.2
25 Sep 2021,1066,785,1414.8,1078.8
26 Sep 2021,0,0,0,0
27 Sep 2021,1122.7778,785,1526.5556,1124.5556
28 Sep 2021,1145.25,826,1528.65,1148.1
29 Sep 2021,1146.6364,795.2273,1571.7955,1147.9545
30 Sep 2021,0,0,0,0
