category,Average SegsIn,Minimum SegsIn,Maximum SegsIn,Median SegsIn
1 Sep 2021,0,0,0,0
2 Sep 2021,5468.5,66.625,11475.5,5861.75
3 Sep 2021,2168.3,154.3,4329.6,2315.4
4 Sep 2021,670.4,77.4,1336,708.8
5 Sep 2021,508.75,55.5,1029.25,543.5
6 Sep 2021,4935.7059,255.1176,10387.2353,5252.7353
7 Sep 2021,1083.2857,20.7143,2605.5714,1103.5714
8 Sep 2021,271.6667,30.1667,583.5,261.1667
9 Sep 2021,1910,20.6667,3598,2150.6667
10 Sep 2021,0,0,0,0
11 Sep 2021,0,0,0,0
12 Sep 2021,0,0,0,0
13 Sep 2021,5525.4545,302.5455,11405.0909,5671.5455
14 Sep 2021,4372.1667,190.5833,9313.4583,4526.6667
15 Sep 2021,3974.0417,243.1667,8210.8333,4031.625
16 Sep 2021,7309.0833,1040.75,13492.8333,7532.25
17 Sep 2021,7099.1667,843.0833,12893.625,7403.25
18 Sep 2021,6787.375,899.625,12474.5833,7015.7083
19 Sep 2021,7152.6,1097.3,13274.6,7527.6
20 Sep 2021,5181.8571,367.5714,10669.2857,5478.4286
21 Sep 2021,4506.0526,278.7368,9256.6316,4570.7895
22 Sep 2021,1113,100,2528,1038
23 Sep 2021,1332,88,2698,1258
24 Sep 2021,4858.2,192,10216.8,5224.4
25 Sep 2021,4302.4,136.8,9482.7,4394.9
26 Sep 2021,0,0,0,0
27 Sep 2021,5890.7778,408.6667,11830.4444,6138.3333
28 Sep 2021,5870.6,582.05,11165.1,6146
29 Sep 2021,6195.6364,366.4318,12382.3864,6383.2955
30 Sep 2021,0,0,0,0
