category,Average RTTVar,Minimum RTTVar,Maximum RTTVar,Median RTTVar
1 Sep 2021,0,0,0,0
2 Sep 2021,11117.1429,1858.4286,51585.1429,4850.5714
3 Sep 2021,37440,11323.5,106345.5,25824.4
4 Sep 2021,69743.2,27910.6,167492.2,65233.6
5 Sep 2021,62737.25,16302.75,174647,38635.75
6 Sep 2021,5665.7429,1751.9714,16588.8286,5720.3429
7 Sep 2021,40386.5714,16591,94766.5714,30731
8 Sep 2021,76684.1667,22574.6667,188757,58252.5
9 Sep 2021,35315.3333,15938,81783.6667,21699.6667
10 Sep 2021,0,0,0,0
11 Sep 2021,0,0,0,0
12 Sep 2021,0,0,0,0
13 Sep 2021,6617.6818,1589,18886.0455,6325.0909
14 Sep 2021,9398.3913,4095.3478,25892.7826,8675.3913
15 Sep 2021,26398.75,2954.625,78052.7917,18693.4167
16 Sep 2021,2317.9583,781.375,6244.5,2217.9583
17 Sep 2021,2271.7083,802.25,6580.7083,1977.4167
18 Sep 2021,1974.4583,657.125,6093.75,1889.9167
19 Sep 2021,2533.6,657.6,7717.2,2257.6
20 Sep 2021,4156.1429,957,20635.4286,9571.8571
21 Sep 2021,21532.1053,9140.7895,48796.5789,19657.7895
22 Sep 2021,109898.3333,21085.3333,360769.6667,162027.3333
23 Sep 2021,65041,12462,152484,46762
24 Sep 2021,2601.8,568.4,8774.6,2580.2
25 Sep 2021,4816.8,1707.5,14248.3,5038.2
26 Sep 2021,0,0,0,0
27 Sep 2021,4098,1092.1111,13807.3333,4826.5556
28 Sep 2021,17101.35,6808.1,37093.65,13902.3
29 Sep 2021,4182.4444,1241.2889,12203.2889,3989.1556
30 Sep 2021,0,0,0,0
