category,Average RTT,Minimum RTT,Maximum RTT,Median RTT
1 Sep 2021,0,0,0,0
2 Sep 2021,14185.625,8163.25,40297.25,11395.875
3 Sep 2021,175041.3,45654,358219.6,212479.2
4 Sep 2021,267312,48108.8,580150,197414.2
5 Sep 2021,298067,40326.5,757001.5,257066.25
6 Sep 2021,18936.9412,9673.1176,63056.2353,17455.9706
7 Sep 2021,176105,73961.7143,292966.4286,200344.2857
8 Sep 2021,287611.1667,74297,574288.3333,301787.8333
9 Sep 2021,104459.6667,42826.3333,240288,97828
10 Sep 2021,0,0,0,0
11 Sep 2021,0,0,0,0
12 Sep 2021,0,0,0,0
13 Sep 2021,12278.4091,7207.5,28566.0909,10818
14 Sep 2021,34402.75,15797.9583,82409.8333,49078.375
15 Sep 2021,45830.2917,25967.7083,85764.7083,39652.625
16 Sep 2021,5281.4583,3481.0833,12180.7917,5045.0833
17 Sep 2021,5011.5833,2988.125,12162.1667,4298.4167
18 Sep 2021,3583.7083,2510.5833,10746.125,2931.3333
19 Sep 2021,3284.5,2461.1,9009.1,2738
20 Sep 2021,8358.2857,4210.2857,34681.4286,5280.5714
21 Sep 2021,29670.8947,12324.4211,63336.7368,31494.6842
22 Sep 2021,124956.3333,29758.3333,335167,118827.3333
23 Sep 2021,129558,51533,311968,95110
24 Sep 2021,7495.2,4078,22490.2,4648
25 Sep 2021,14926.6,8536.1,42156.1,9792.1
26 Sep 2021,0,0,0,0
27 Sep 2021,12368.1111,6954.2222,33042,10042.1111
28 Sep 2021,18520.55,8049.75,41540.55,13618.4
29 Sep 2021,12073,8311.0909,30640.9773,10603.0909
30 Sep 2021,0,0,0,0
