category,Average BytesSent,Minimum BytesSent,Maximum BytesSent,Median BytesSent
1 Sep 2021,0,0,0,0
2 Sep 2021,12529688.125,256023.75,24772986.75,13544111.75
3 Sep 2021,5465870,482783.9,10389941.1,5869252.5
4 Sep 2021,1866206,175753.2,3827077.2,1925791.2
5 Sep 2021,1343200.5,128959.5,2796007,1426349.5
6 Sep 2021,12565362.9412,825858.4118,24650907.2353,13566013.5294
7 Sep 2021,3252021.1429,57597.4286,8032920,3275105.1429
8 Sep 2021,701780.5,90989.1667,1472189.8333,674946.1667
9 Sep 2021,5718336,50433,11565281,6270529
10 Sep 2021,0,0,0,0
11 Sep 2021,0,0,0,0
12 Sep 2021,0,0,0,0
13 Sep 2021,14413402.1818,1081022.1818,27504626.5455,15106449.2727
14 Sep 2021,11775858.0833,709191.9167,23757380.9167,12323286.7917
15 Sep 2021,10101320.5,728792.4583,19754543.2917,10380691.7917
16 Sep 2021,15701920.1667,2268845.9167,28931680.9167,16229510.0833
17 Sep 2021,15121066.9583,1809763.5833,27600303.25,15816269.9167
18 Sep 2021,15577563.5,2037039.3333,28654189.3333,16060985.1667
19 Sep 2021,16307007.9,2528017.8,29581337.8,17301237.8
20 Sep 2021,15483121.5714,1830446.5714,28926646.5714,16357946.5714
21 Sep 2021,12950326.6316,1329303.2105,24564469.7368,13298650.3684
22 Sep 2021,2084742.6667,229100.6667,4651840.6667,1922909.3333
23 Sep 2021,4732402,303868,9655840,4476484
24 Sep 2021,15153061.8,1037610,29140090,16328410
25 Sep 2021,12592357.7,857050.6,24662620.2,13174158.4
26 Sep 2021,0,0,0,0
27 Sep 2021,15053070.7778,1481010,28078815.3333,15799182
28 Sep 2021,13311025.65,1331663.2,24629762,14080656
29 Sep 2021,14826904.4091,1163345.2273,27791484.6818,15498832.4091
30 Sep 2021,0,0,0,0
