category,Average DsackDups,Minimum DsackDups,Maximum DsackDups,Median DsackDups
1 Sep 2021,0,0,0,0
2 Sep 2021,0.8571,0,1.2857,0.8571
3 Sep 2021,1,0,2,1
4 Sep 2021,1.4,0,1.8,1.4
5 Sep 2021,0.75,0,1.5,0.5
6 Sep 2021,0.6857,0.0286,1.2571,0.7429
7 Sep 2021,0.1429,0,0.7143,0.1429
8 Sep 2021,1,0,2,1
9 Sep 2021,0,0,0.6667,0
10 Sep 2021,0,0,0,0
11 Sep 2021,0,0,0,0
12 Sep 2021,0,0,0,0
13 Sep 2021,0.9091,0,1.7273,0.9545
14 Sep 2021,0.6957,0,1.2174,0.7391
15 Sep 2021,1.0417,0,1.75,1.0833
16 Sep 2021,0.5417,0,0.9167,0.625
17 Sep 2021,0.5,0,0.9167,0.5417
18 Sep 2021,0.5,0,0.7917,0.5
19 Sep 2021,0.9,0,1.5,0.9
20 Sep 2021,0.8571,0,1.2857,0.8571
21 Sep 2021,1.2105,0.0526,2.0526,1.2105
22 Sep 2021,4.3333,0,8.3333,3.6667
23 Sep 2021,3,0,4,4
24 Sep 2021,0.4,0,0.8,0.4
25 Sep 2021,0.6,0,1.1,0.7
26 Sep 2021,0,0,0,0
27 Sep 2021,0.4444,0,0.8889,0.4444
28 Sep 2021,0.6,0.05,1.2,0.65
29 Sep 2021,0.5333,0,0.9778,0.4889
30 Sep 2021,0,0,0,0
