category,Average BusyTime,Minimum BusyTime,Maximum BusyTime,Median BusyTime
1 Sep 2021,0,0,0,0
2 Sep 2021,620919.2857,65714.2857,1079428.5714,590857.1429
3 Sep 2021,1087538.7,65600,2188800,1116000
4 Sep 2021,2408788.8,229600,4700800,2543200
5 Sep 2021,2413720.5,231000,3950000,2488000
6 Sep 2021,659859.2,58742.8571,1188571.4286,686971.4286
7 Sep 2021,1988770.4286,232571.4286,3703428.5714,2115142.8571
8 Sep 2021,2021433,182666.6667,3868666.6667,2042666.6667
9 Sep 2021,1366911.6667,73333.3333,2689333.3333,1317333.3333
10 Sep 2021,0,0,0,0
11 Sep 2021,0,0,0,0
12 Sep 2021,0,0,0,0
13 Sep 2021,466712.7727,29818.1818,900363.6364,461454.5455
14 Sep 2021,604826,62434.7826,1169565.2174,626956.5217
15 Sep 2021,733746.9167,71500,1407166.6667,696583.3333
16 Sep 2021,194470.125,19666.6667,370166.6667,195666.6667
17 Sep 2021,189605.3333,12666.6667,374666.6667,188166.6667
18 Sep 2021,125606.4583,6833.3333,248166.6667,128000
19 Sep 2021,132100.7,5200,234400,137600
20 Sep 2021,213929.8571,12571.4286,408000,229428.5714
21 Sep 2021,847923.8947,167578.9474,1631578.9474,810210.5263
22 Sep 2021,2654406.3333,132000,4972000,2781333.3333
23 Sep 2021,3683234,104000,7168000,4216000
24 Sep 2021,176314,12000,319200,182400
25 Sep 2021,320946.8,23200,634800,320600
26 Sep 2021,0,0,0,0
27 Sep 2021,456822.2222,73333.3333,798222.2222,475777.7778
28 Sep 2021,617020.05,179600,1035200,632000
29 Sep 2021,559258,47555.5556,1052800,574800
30 Sep 2021,0,0,0,0
