category,Average PMTU,Minimum PMTU,Maximum PMTU,Median PMTU
1 Sep 2021,0,0,0,0
2 Sep 2021,1500,1500,1500,1500
3 Sep 2021,1500,1500,1500,1500
4 Sep 2021,1500,1500,1500,1500
5 Sep 2021,1500,1500,1500,1500
6 Sep 2021,1500,1500,1500,1500
7 Sep 2021,1500,1500,1500,1500
8 Sep 2021,1500,1500,1500,1500
9 Sep 2021,1500,1500,1500,1500
10 Sep 2021,0,0,0,0
11 Sep 2021,0,0,0,0
12 Sep 2021,0,0,0,0
13 Sep 2021,1500,1500,1500,1500
14 Sep 2021,1500,1500,1500,1500
15 Sep 2021,1500,1500,1500,1500
16 Sep 2021,1500,1500,1500,1500
17 Sep 2021,1500,1500,1500,1500
18 Sep 2021,1500,1500,1500,1500
19 Sep 2021,1500,1500,1500,1500
20 Sep 2021,1500,1500,1500,1500
21 Sep 2021,1500,1500,1500,1500
22 Sep 2021,1500,1500,1500,1500
23 Sep 2021,1500,1500,1500,1500
24 Sep 2021,1500,1500,1500,1500
25 Sep 2021,1500,1500,1500,1500
26 Sep 2021,0,0,0,0
27 Sep 2021,1500,1500,1500,1500
28 Sep 2021,1500,1500,1500,1500
29 Sep 2021,1500,1500,1500,1500
30 Sep 2021,0,0,0,0
