category,Average DeliveryRate,Minimum DeliveryRate,Maximum DeliveryRate,Median DeliveryRate
1 Sep 2021,0,0,0,0
2 Sep 2021,2623768.375,1139828.125,5330389.75,2463004.625
3 Sep 2021,1185775.5,431668.4,2357116.5,1114166.3
4 Sep 2021,400713.8,186515.8,799406.4,350468.6
5 Sep 2021,339430.75,128111,795597.25,391901.75
6 Sep 2021,2382936.7647,1024776.2941,4882453.6471,2021067.9412
7 Sep 2021,930744.4286,184179.8571,1557376.2857,1089750.5714
8 Sep 2021,209379.3333,91442.8333,448844,194390
9 Sep 2021,1404911.3333,243638,2156345,1209699.6667
10 Sep 2021,0,0,0,0
11 Sep 2021,0,0,0,0
12 Sep 2021,0,0,0,0
13 Sep 2021,2569801.7727,1343710.9545,5224618.2727,2150564.0909
14 Sep 2021,2309474.9167,955620.2083,4429757.2083,1987839.5
15 Sep 2021,1883310.0833,866472.875,4357811.5,1658538.1667
16 Sep 2021,2882136.5,1728658.0833,9453237.125,2301749.5417
17 Sep 2021,2742181.1667,1711885.625,9373829.4583,2185109.375
18 Sep 2021,2833282.2917,1847397.0417,9484898.4167,2278950.0417
19 Sep 2021,2956877.2,2013551.8,9908579.5,2380530.4
20 Sep 2021,2621567.1429,1286098.7143,5624115.1429,2383076.4286
21 Sep 2021,2315337.4211,1215559.6316,4681373.5789,2074291.5789
22 Sep 2021,491038,211340.6667,906888.3333,307915.6667
23 Sep 2021,1061756,242316,1921590,1841603
24 Sep 2021,2803633,1580437.4,5965165.4,2209003.6
25 Sep 2021,2467629.4,1281610.8,5164543.8,1935692.2
26 Sep 2021,0,0,0,0
27 Sep 2021,2586707.4444,1540541.4444,5541071.6667,2258457.4444
28 Sep 2021,2331480.65,1368056.25,6326966.25,1899440.35
29 Sep 2021,2525143.7727,1249723,5724511.3864,2235138.8864
30 Sep 2021,0,0,0,0
