category,Average RTO,Minimum RTO,Maximum RTO,Median RTO
1 Sep 2021,0,0,0,0
2 Sep 2021,224900.625,210500,290500,213750
3 Sep 2021,635533.1,336800,905200,667800
4 Sep 2021,655326.2,280800,1128800,656400
5 Sep 2021,741611.75,282000,1491000,662500
6 Sep 2021,227992.5588,212352.9412,320941.1765,226352.9412
7 Sep 2021,424177,295428.5714,612571.4286,429714.2857
8 Sep 2021,878037.6667,397333.3333,1407333.3333,974000
9 Sep 2021,333228.3333,249333.3333,536000,322666.6667
10 Sep 2021,0,0,0,0
11 Sep 2021,0,0,0,0
12 Sep 2021,0,0,0,0
13 Sep 2021,215595.5,209454.5455,251090.9091,222181.8182
14 Sep 2021,242912.2917,219500,305000,265916.6667
15 Sep 2021,271992.8333,234833.3333,332500,248166.6667
16 Sep 2021,206952.4583,205000,214000,206916.6667
17 Sep 2021,206667.375,204500,214166.6667,205916.6667
18 Sep 2021,204746.7083,204000,212666.6667,204000
19 Sep 2021,204515.9,204000,210800,204000
20 Sep 2021,211353.8571,206857.1429,241142.8571,208000
21 Sep 2021,361553.1053,223368.4211,1150105.2632,255684.2105
22 Sep 2021,392395.3333,237333.3333,752000,364666.6667
23 Sep 2021,398571,252000,1172000,298000
24 Sep 2021,210820.4,206400,232800,208000
25 Sep 2021,217759.2,211200,244000,212800
26 Sep 2021,0,0,0,0
27 Sep 2021,214572.8889,208888.8889,235111.1111,211555.5556
28 Sep 2021,239728.9,213800,302000,227600
29 Sep 2021,214957.6591,210727.2727,238000,212909.0909
30 Sep 2021,0,0,0,0
