category,Average BytesRetrans,Minimum BytesRetrans,Maximum BytesRetrans,Median BytesRetrans
1 Sep 2021,0,0,0,0
2 Sep 2021,1513.1429,53.8571,2792,1271.4286
3 Sep 2021,992.9,0,2193.4,1107.4
4 Sep 2021,311.6,78.4,857.8,130
5 Sep 2021,26.25,0,48.25,16
6 Sep 2021,2949.9714,410.5714,5315.4857,2979.6857
7 Sep 2021,154.5714,0,202.1429,177.5714
8 Sep 2021,171.5,0,244.3333,216
9 Sep 2021,11,0,43,0
10 Sep 2021,0,0,0,0
11 Sep 2021,0,0,0,0
12 Sep 2021,0,0,0,0
13 Sep 2021,1308.1818,79.7273,2594.1364,1263.4091
14 Sep 2021,742.4783,17.0435,1375.6957,827.0435
15 Sep 2021,1329.7917,0,2673.5417,1284.375
16 Sep 2021,383.2083,8.4167,918.6667,352.2083
17 Sep 2021,826.7083,350,1405.5833,754.4583
18 Sep 2021,51.5417,0,232.7083,23.2917
19 Sep 2021,115.1,0,181.6,155.8
20 Sep 2021,171.4286,0,382.8571,197.4286
21 Sep 2021,1412.2105,221.6316,2358.9474,1591.6842
22 Sep 2021,2941.6667,0,5447.3333,3550.3333
23 Sep 2021,112,0,129,129
24 Sep 2021,17.6,0,34.4,17.2
25 Sep 2021,130,0,524.7,38.7
26 Sep 2021,0,0,0,0
27 Sep 2021,1758.6667,194.8889,3306.1111,2005.6667
28 Sep 2021,1192.2,158.85,2092.45,1263.8
29 Sep 2021,2518.4222,323.4667,4806.8667,2609.9556
30 Sep 2021,0,0,0,0
