category,Average PMTU,Minimum PMTU,Maximum PMTU,Median PMTU
1 Sep 2021,0,0,0,0
2 Sep 2021,1172857.8571,677336.5714,1211077.7143,1211077.7143
3 Sep 2021,458030.1,154381.2,515081.6,503338
4 Sep 2021,179818.8,64076,230134.4,185244.8
5 Sep 2021,798845,64076,947793,947793
6 Sep 2021,338298.2,208532.8,346485.0286,345917.1429
7 Sep 2021,170969.7143,69360,200129.7143,185276
8 Sep 2021,875269.1667,70723.3333,1370446,941155
9 Sep 2021,146104.3333,64076,158622.6667,158622.6667
10 Sep 2021,0,0,0,0
11 Sep 2021,0,0,0,0
12 Sep 2021,0,0,0,0
13 Sep 2021,420489.2273,267565.8182,434375.4545,427115.2727
14 Sep 2021,517136.4783,288404.8696,528907.3043,528907.3043
15 Sep 2021,341614.4167,203238,362259.3333,360523.3333
16 Sep 2021,567157.375,254889.1667,581817.8333,581817.8333
17 Sep 2021,456632.7917,244608.3333,463576.8333,463576.8333
18 Sep 2021,275987.8333,247119.1667,276952.5,276952.5
19 Sep 2021,231502.8,151664.8,234393.2,234393.2
20 Sep 2021,335030.5714,247448,336978.8571,336978.8571
21 Sep 2021,314060.2105,250668,323205.8947,316688.2105
22 Sep 2021,153251.3333,64076,262879.3333,160922.6667
23 Sep 2021,637321,64076,946268,946268
24 Sep 2021,196220.2,192211.2,196347.2,196347.2
25 Sep 2021,333376.1,239710,357781.6,348380.2
26 Sep 2021,0,0,0,0
27 Sep 2021,300207,186968,304036.4444,304036.4444
28 Sep 2021,391657.7,326647,400540.4,393094.4
29 Sep 2021,300229.3556,174561.1556,306257.8667,306257.8667
30 Sep 2021,0,0,0,0
