category,Average BytesSent,Minimum BytesSent,Maximum BytesSent,Median BytesSent
1 Mar 2022,7964881.5068,477934.4247,16535586.0411,8145726.2329
2 Mar 2022,14231578.5882,1044313.5882,28337445.9412,14600461
3 Mar 2022,0,0,0,0
4 Mar 2022,4290351.3704,521639.1296,8904666.3519,4374774.5
5 Mar 2022,3826572.3095,189730.5714,8621461.0952,3712455.1667
6 Mar 2022,1789656.3881,91989.8507,3762687.2239,1843326
7 Mar 2022,11580378.92,518537.38,24999963.58,11758678.22
8 Mar 2022,11564091.9773,473716.1364,24796418.3636,11736354.7727
9 Mar 2022,10931146.2623,677051.9344,23104345.6393,11120616.3115
10 Mar 2022,8568665.7143,844451.1143,16721664.9429,9046464.5714
11 Mar 2022,0,0,0,0
12 Mar 2022,0,0,0,0
13 Mar 2022,1242797,54677,3799480.5,915782.75
14 Mar 2022,415007.25,75236,773337.5,448036.25
15 Mar 2022,0,0,0,0
16 Mar 2022,0,0,0,0
17 Mar 2022,7496889.0571,478093.0286,15318149.9429,7884103.6286
18 Mar 2022,7288107.7632,522219.1316,14616375.5,7539317.1053
19 Mar 2022,4348373.3939,379465.3939,8419758.7273,4433691.5455
20 Mar 2022,300578.5,30414,618465,349861.5
21 Mar 2022,11583785.2759,735970.8276,23946989.0345,12166761.4483
22 Mar 2022,14099599.7692,1339139.3846,27168511.3846,14418366.7692
23 Mar 2022,9361412.2,537300.9,19171257.7,9596184.5
24 Mar 2022,9350045.5909,585499.3182,19500495.0909,9486796.1136
25 Mar 2022,7262056.8679,371984.3774,15603961.5472,7296060
26 Mar 2022,3196748.6296,149873.3333,7345546.8889,3064492
27 Mar 2022,0,0,0,0
28 Mar 2022,0,0,0,0
29 Mar 2022,0,0,0,0
30 Mar 2022,0,0,0,0
31 Mar 2022,10785709.6875,780043.6667,22146465.2083,10919061.75
