category,Average PMTU,Minimum PMTU,Maximum PMTU,Median PMTU
1 Mar 2022,466356.0556,375756.8333,474021.3889,471934.3889
2 Mar 2022,534286.2222,309470.8889,554300.5556,554300.5556
3 Mar 2022,0,0,0,0
4 Mar 2022,219941.75,119726.7857,246448.0714,230943.1429
5 Mar 2022,251533.8,115722.2,272018.6,269507.6
6 Mar 2022,254549.5224,90712.8955,335509.0746,279128.5373
7 Mar 2022,366075.3922,267897.4118,374431.3725,370762.8235
8 Mar 2022,222452.814,183805.3023,226074.9767,223654.3256
9 Mar 2022,442411.25,216573.9333,463851.0667,457097.6667
10 Mar 2022,315569.4444,202493.3333,340500,323376.5556
11 Mar 2022,0,0,0,0
12 Mar 2022,0,0,0,0
13 Mar 2022,841548,69038,1153462.6667,1024745.3333
14 Mar 2022,132042.3333,64076,232420,128268
15 Mar 2022,0,0,0,0
16 Mar 2022,0,0,0,0
17 Mar 2022,699467.6857,337521.3714,747037.3714,731810.9714
18 Mar 2022,605010.2821,326107.7949,621829.1282,619600.1026
19 Mar 2022,299594.8788,219849.8182,319862.6667,311982.303
20 Mar 2022,138724.6667,69244,188322.6667,142206.6667
21 Mar 2022,699701.8667,305457.6,735526,712236.4
22 Mar 2022,1074544.3077,464976.9231,1110437.8462,1110437.8462
23 Mar 2022,765906.15,285324,832032.4,832032.4
24 Mar 2022,550985.4667,285740.3556,598769.3333,592061.8222
25 Mar 2022,459769.9455,200662.9091,649574.1091,444091.5636
26 Mar 2022,248550.1111,69409.3333,334674.0741,283753.3333
27 Mar 2022,0,0,0,0
28 Mar 2022,0,0,0,0
29 Mar 2022,0,0,0,0
30 Mar 2022,0,0,0,0
31 Mar 2022,550034.2708,315525.1667,598019.3333,562118.9167
