category,Average BusyTime,Minimum BusyTime,Maximum BusyTime,Median BusyTime
1 Nov 2021,4388023.8462,303569.2308,9563446.1538,4372984.6154
2 Nov 2021,4245645.766,351148.9362,9125617.0213,4522808.5106
3 Nov 2021,4319868.4762,349904.7619,9633587.3016,4188888.8889
4 Nov 2021,4166546.6364,233818.1818,9760909.0909,3871090.9091
5 Nov 2021,4484640.9756,292000,9703804.878,4453658.5366
6 Nov 2021,4288819.5769,269000,9709692.3077,4141769.2308
7 Nov 2021,4156420,291500,9676333.3333,4012916.6667
8 Nov 2021,4076571.0345,301931.0345,9252689.6552,4322689.6552
9 Nov 2021,4435948.6875,302375,9613000,4468500
10 Nov 2021,4545011.1471,336117.6471,9869647.0588,4490235.2941
11 Nov 2021,4554779.5556,343777.7778,9797222.2222,4536111.1111
12 Nov 2021,4538681.9848,293878.7879,9753939.3939,4655575.7576
13 Nov 2021,4347260.0313,261250,9785250,4265000
14 Nov 2021,4245568.9048,328000,9606285.7143,4075333.3333
15 Nov 2021,4040051.0833,271500,9043833.3333,4256250
16 Nov 2021,4012300,262363.6364,8944363.6364,4171090.9091
17 Nov 2021,0,0,0,0
18 Nov 2021,0,0,0,0
19 Nov 2021,0,0,0,0
20 Nov 2021,4100778,404000,8722000,4744000
21 Nov 2021,3990151.25,229000,9570500,3779500
22 Nov 2021,4363542.3019,306754.717,9641320.7547,4342094.3396
23 Nov 2021,4377736.782,265413.5338,9754345.8647,4314180.4511
24 Nov 2021,4272869.8333,306222.2222,9655777.7778,4199305.5556
25 Nov 2021,4241484.7826,279739.1304,9529695.6522,4245608.6957
26 Nov 2021,4412679.3871,318064.5161,9564258.0645,4334000
27 Nov 2021,4356866.1667,326666.6667,9625866.6667,4234666.6667
28 Nov 2021,4293897.5,290400,9508400,4501800
29 Nov 2021,4487514.9268,255902.439,9778536.5854,4596878.0488
30 Nov 2021,4498803.3692,258400,9833846.1538,4528830.7692
