category,Maximum Download Bandwidth,Minimum Download Bandwidth,Maximum Upload Bandwidth,Minimum Upload Bandwidth
1 Nov 2021,33.2536950152,8.7589815384,4.0698838752,3.266803
2 Nov 2021,16.6919668088,4.4447308936,2.1297221335999996,1.4345857776
3 Nov 2021,21.393945904800002,7.3148916824,2.0568472384,1.0330210792
4 Nov 2021,45.4990152728,9.9349429088,6.133179636,4.3675701816
5 Nov 2021,45.520039024,10.844671024,5.7625592192,3.7376501464
6 Nov 2021,12.4117927696,5.4070533848,1.4373532552000001,1.2177035296
7 Nov 2021,14.232947,6.79893,1.2190173336,1.1637763336
8 Nov 2021,23.527598344799998,8.1673351728,2.6845664,1.5935386664
9 Nov 2021,42.2293185,12.4827255,5.9558995,4.0777245
10 Nov 2021,33.757735764799996,11.521448705600001,2.7293992944,2.3193491768
11 Nov 2021,43.4006051112,12.4927322224,4.4160582224,2.4494637776
12 Nov 2021,34.5994346664,9.0463750304,3.8871807272,2.6275209696
13 Nov 2021,20.3066845,6.0580825,2.1271887503999998,1.1413807504
14 Nov 2021,10.707094476,5.404470476,1.1041988567999999,0.8774198096
15 Nov 2021,25.5294926664,7.121875333599999,2.8446073848,0.8440950768000001
16 Nov 2021,30.5586305456,8.584144,3.666577524,1.3146114288000001
17 Nov 2021,0,0,0,0
18 Nov 2021,0,0,0,0
19 Nov 2021,0,0,0,0
20 Nov 2021,9.541612,6.489872,1.513932,1.172448
21 Nov 2021,14.021226,4.948945,1.291333,1.246579
22 Nov 2021,22.3400029432,6.588680604,2.5212225664,1.5592218112
23 Nov 2021,28.4452810824,9.191620631200001,3.0320274544,2.2375773936
24 Nov 2021,21.8840996664,7.1953837776,2.6083494448,1.5333397776
25 Nov 2021,25.6741077392,8.437321652000001,2.8895252744,2.1864087912
26 Nov 2021,36.662713032,12.1903329032,4.4352154664,3.0557218664000003
27 Nov 2021,12.0792970664,4.4060373336,0.7467418664000001,0.6536565336
28 Nov 2021,15.219094,6.3061528,1.471402,1.1115268
29 Nov 2021,43.920407024,11.010477267999999,6.212905756,4.8033338536
30 Nov 2021,44.2038999384,12.6256627696,6.7717442464,4.6256689232
