category,Average BusyTime,Minimum BusyTime,Maximum BusyTime,Median BusyTime
1 Nov 2021,787548.2344,54875,1512187.5,802812.5
2 Nov 2021,1372106.7333,157422.2222,2617955.5556,1410800
3 Nov 2021,1168593.9683,73015.873,2349841.2698,1168317.4603
4 Nov 2021,387964.3636,26000,793454.5455,375818.1818
5 Nov 2021,652893.3171,39902.439,1337756.0976,654536.5854
6 Nov 2021,1048042.8627,64784.3137,2064313.7255,1068862.7451
7 Nov 2021,1186990.0833,76500,2322000,1182083.3333
8 Nov 2021,1339841.1,74000,2676266.6667,1376733.3333
9 Nov 2021,772839.25,63125,1482875,797125
10 Nov 2021,1185378.5588,71294.1176,2468352.9412,1151588.2353
11 Nov 2021,775544.3333,66444.4444,1562444.4444,766722.2222
12 Nov 2021,760221.0455,46060.6061,1493090.9091,764909.0909
13 Nov 2021,1357979.4063,114125,2802000,1362187.5
14 Nov 2021,1324678.0952,85714.2857,2711047.619,1314666.6667
15 Nov 2021,1423918.7308,159846.1538,2716000,1417538.4615
16 Nov 2021,857370.2857,52952.381,1639428.5714,901714.2857
17 Nov 2021,0,0,0,0
18 Nov 2021,0,0,0,0
19 Nov 2021,0,0,0,0
20 Nov 2021,1361191,90000,2760000,1369000
21 Nov 2021,1197917.875,60500,2596000,1196500
22 Nov 2021,1288359.217,108301.8868,2427660.3774,1308339.6226
23 Nov 2021,979293.1288,57848.4848,2003151.5152,968424.2424
24 Nov 2021,1047729.5278,66555.5556,2036777.7778,1071472.2222
25 Nov 2021,1357740.5495,70681.3187,2698373.6264,1377714.2857
26 Nov 2021,760176.8667,52133.3333,1430933.3333,808200
27 Nov 2021,2087804.8333,153600,3988533.3333,2138333.3333
28 Nov 2021,1682936.7,128000,3262800,1692000
29 Nov 2021,828996.2439,99219.5122,1586731.7073,832195.122
30 Nov 2021,533956.1846,35938.4615,1038769.2308,539446.1538
