category,Average BytesSent,Minimum BytesSent,Maximum BytesSent,Median BytesSent
1 Nov 2021,29027.7188,3780.2969,54321.0469,29520.6406
2 Nov 2021,30398.6,4585.1333,56492.0444,31035.1111
3 Nov 2021,30291.5238,4795.8095,55754.4603,30952.4762
4 Nov 2021,29177.8182,4899.3636,53536.9545,29438.3636
5 Nov 2021,31733.8537,5051.3659,57868.8049,32601.6098
6 Nov 2021,29737.4314,4756,54768.5294,30243.8235
7 Nov 2021,29528.7083,4756,54325.4583,30002.1667
8 Nov 2021,30520.4667,4945.3,55396.3667,31153.1333
9 Nov 2021,30079.5,4871.9375,55246.1563,30949.1563
10 Nov 2021,29015.8235,4771.8824,52976.1176,29739.2941
11 Nov 2021,32242,5125.6667,59448.0556,32972.3056
12 Nov 2021,30096.0303,4803.7879,55424.0758,30676.697
13 Nov 2021,28299.5313,4957,51957.6875,28891.2188
14 Nov 2021,28827.2381,4756,52900.0476,29441.1429
15 Nov 2021,32125.3846,4954.6923,59535.5,32652.1154
16 Nov 2021,34222.8571,5206.5714,63612.1429,34940.9524
17 Nov 2021,0,0,0,0
18 Nov 2021,0,0,0,0
19 Nov 2021,0,0,0,0
20 Nov 2021,33660.5,4755,62669.5,34223.5
21 Nov 2021,28063.75,4755,50365.625,28531.25
22 Nov 2021,30248.6226,4778,55800.3774,30743.0755
23 Nov 2021,30878.6212,4921.8788,56882.1742,31427.1212
24 Nov 2021,31112.1667,4952.1944,57336.75,31683.4583
25 Nov 2021,30539.7912,4621.0769,56370.2418,31211.8022
26 Nov 2021,30845.5333,4855.7333,57081,31589.3
27 Nov 2021,29729.7,4755,54626.1667,30409.4
28 Nov 2021,29185.4,4822.35,53810.35,29717.7
29 Nov 2021,31014.0244,5042.3659,57292.3659,31424.8049
30 Nov 2021,30252.4769,4701.8462,55813.7385,30900.1692
