category,Average BytesReceived,Minimum BytesReceived,Maximum BytesReceived,Median BytesReceived
1 Nov 2021,2181909.8281,251856.5469,3917682.0469,2203018.9688
2 Nov 2021,1923098.0222,187933.8667,3508025.0222,1984477.9778
3 Nov 2021,1625499.4127,201993.381,2904425.127,1671062.5714
4 Nov 2021,4246547.2273,485169.1818,7449259.7273,4268785.2727
5 Nov 2021,3647891.8049,455168.0244,6392634.5122,3647333.6829
6 Nov 2021,500291.8627,55933.3922,887759.3922,519574.9216
7 Nov 2021,1069522.6667,87557.5,1858754,1108331.125
8 Nov 2021,1805763.0333,300300.0667,3184350.7333,1809729.4667
9 Nov 2021,2855859.4688,454392,5058732.5,2914658.8125
10 Nov 2021,915334.0882,93136.5294,1650853.1176,935994.9118
11 Nov 2021,2781783.1944,399831.3333,4971657.6944,2797935.9722
12 Nov 2021,1768869.7576,270069.0909,3058978.2273,1843249.4545
13 Nov 2021,84286.9063,16180.5625,139427.625,89235.0938
14 Nov 2021,114139.4762,16332.4286,191627.8571,121172.2857
15 Nov 2021,2302163.7692,180298,4058639.3846,2382842.5769
16 Nov 2021,3552583.5238,494413.7619,6287786.1905,3688080.381
17 Nov 2021,0,0,0,0
18 Nov 2021,0,0,0,0
19 Nov 2021,0,0,0,0
20 Nov 2021,1214327.5,110217,2207592,1271308.5
21 Nov 2021,1408637.375,82149.75,2345947.375,1480675
22 Nov 2021,1666653.6038,208017.2453,3023091.1415,1697495.2642
23 Nov 2021,2851661.8258,265157.3182,5308441.1288,2870652.8485
24 Nov 2021,1880131.6944,228733.0833,3479050.2361,1887704.5278
25 Nov 2021,3066077.0769,176969.2308,5922300.044,3083775.4835
26 Nov 2021,3310341.2333,333377.7,5851527.0667,3370911.1333
27 Nov 2021,250016.2,22349.2,428929.2,254435.5
28 Nov 2021,706188.1,65351.5,1251600.2,747087
29 Nov 2021,3069992.878,362197.1463,5427000.6098,3098772.7073
30 Nov 2021,3070261.1385,377617.0154,5432851.2308,3144961.2154
