category,Average BytesReceived,Minimum BytesReceived,Maximum BytesReceived,Median BytesReceived
1 Nov 2021,1255.6769,885.7077,1686.0923,1273.4308
2 Nov 2021,1116.7872,843.4043,1444.0426,1131.1702
3 Nov 2021,1122.1429,805.7143,1501.7619,1131.9048
4 Nov 2021,1046.6364,785,1368.2273,1047.8636
5 Nov 2021,1081,785,1439.561,1088.3902
6 Nov 2021,1163.4231,785,1606.5962,1173.8077
7 Nov 2021,1178.875,785,1623.1667,1204.2083
8 Nov 2021,1086.4483,798.7931,1434.1034,1097.9655
9 Nov 2021,1055.4688,785,1391.5938,1053.9375
10 Nov 2021,1176.0294,785,1622.7059,1187.4118
11 Nov 2021,1084.3611,785,1441.6944,1092.6667
12 Nov 2021,1111.7273,785,1498.5455,1124.7727
13 Nov 2021,1132.5625,785,1559.0313,1129.5313
14 Nov 2021,1107.619,785,1496.7143,1108.619
15 Nov 2021,1046.2083,785,1362.7083,1051.4583
16 Nov 2021,1045.3182,785,1363.9545,1058.5909
17 Nov 2021,0,0,0,0
18 Nov 2021,0,0,0,0
19 Nov 2021,0,0,0,0
20 Nov 2021,1000.5,785,1255,1008.5
21 Nov 2021,1175.875,785,1607.5,1199.25
22 Nov 2021,1121.066,793.8491,1508.8868,1127.6604
23 Nov 2021,1151.0301,785,1572.6917,1165.5414
24 Nov 2021,1136.7222,785,1551.3611,1146.4583
25 Nov 2021,1151.3043,807.2283,1549.0109,1160.3696
26 Nov 2021,1075.0968,797.5484,1414.6129,1083.4839
27 Nov 2021,1098.7,785,1469.6333,1100.1
28 Nov 2021,1055.3,785,1367.8,1061.25
29 Nov 2021,1107.0976,785,1491.1463,1120.439
30 Nov 2021,1159.2769,792.2154,1583.9846,1173.4154
