category,Average BytesRetrans,Minimum BytesRetrans,Maximum BytesRetrans,Median BytesRetrans
1 Nov 2021,619351.3538,16442.0923,1298910.8615,655071.3846
2 Nov 2021,531894.1915,25273.4043,1096581.3617,595366.8511
3 Nov 2021,686648.4762,34721.7302,1415552.2063,707533.5873
4 Nov 2021,1044263.1364,36302.3636,2079438.1818,1103234.7273
5 Nov 2021,1156829.3415,87689.9024,2193464.4878,1227003.5122
6 Nov 2021,111626.5577,2723,252153.8462,102249.6154
7 Nov 2021,119133.0833,1003.5,311809.75,113785.75
8 Nov 2021,568901.2759,32891.8621,1212055.2414,582752.2414
9 Nov 2021,995268.6563,35049.3125,2048661.6875,1046720.625
10 Nov 2021,582735.6176,12393.5294,1184701.2353,620821.1765
11 Nov 2021,925211.8333,78835.5556,1783187.3333,960242.0556
12 Nov 2021,786748.8636,57083.4545,1508751.0909,848599.803
13 Nov 2021,293187.5313,6094,656782.75,279747.0313
14 Nov 2021,75591.8571,1274.2857,188324,69400.4286
15 Nov 2021,627081.6667,14827.8333,1370400.75,630050.5833
16 Nov 2021,873385.6364,38571,1790824.8182,933061.3636
17 Nov 2021,0,0,0,0
18 Nov 2021,0,0,0,0
19 Nov 2021,0,0,0,0
20 Nov 2021,232648.5,0,486129,248391
21 Nov 2021,20082.25,0,52227,16591.5
22 Nov 2021,487819.6226,27898.2736,972943.3113,508010.6792
23 Nov 2021,569175.1278,15706.8797,1174195.2256,603030.8496
24 Nov 2021,509146.9583,19126.8889,1084359.8056,534764.8611
25 Nov 2021,434944.0217,13944.0652,956927.8261,442220.8261
26 Nov 2021,666196.4516,8635.0323,1496547.4839,685695.2258
27 Nov 2021,142321.3,728.1333,322026.5333,141574.9333
28 Nov 2021,171422.6,809.55,404567.75,175918.7
29 Nov 2021,864968.0976,59329.3659,1692392.878,930921.3171
30 Nov 2021,582700.8308,17908.1385,1280271.4615,589322.3231
