category,Average PMTU,Minimum PMTU,Maximum PMTU,Median PMTU
1 Nov 2021,448689.6406,167268.6875,477043.6875,472273.8125
2 Nov 2021,665919.6222,262330.5778,717184.5333,703079.5111
3 Nov 2021,330321.3651,188822.5397,348751.0476,344964.1905
4 Nov 2021,340792.1818,214498.5455,346140.3636,346140.3636
5 Nov 2021,504144.6341,274989.561,520504.0976,515483.1707
6 Nov 2021,313453.3922,100364.7843,354265.8824,343028.2353
7 Nov 2021,609383.125,135633.5,689428.3333,681457.6667
8 Nov 2021,316704.3,196833.3333,338576,329452
9 Nov 2021,302101.1563,221863.625,308880.625,305989.875
10 Nov 2021,150509.2941,86255.5294,156836.8235,156359.1765
11 Nov 2021,293515.7222,151677.6667,306139,301943
12 Nov 2021,237035.0152,141576,245248.6667,242699.9394
13 Nov 2021,81191.7813,69384.5,83062.125,82790.625
14 Nov 2021,116673.619,71232,134348.381,120827.619
15 Nov 2021,464370.3462,199919.3846,472631.8462,472232
16 Nov 2021,661091.1429,419817.7143,672678.8571,672678.8571
17 Nov 2021,0,0,0,0
18 Nov 2021,0,0,0,0
19 Nov 2021,0,0,0,0
20 Nov 2021,1204985.5,178178,1533030,1531434
21 Nov 2021,795446.125,138573,943690,902020
22 Nov 2021,368628.0566,155732,415432.5283,395649.2453
23 Nov 2021,526900.0985,173454.5152,665264.4545,575469.4394
24 Nov 2021,432233.5972,182431.8333,471905.3889,461634.6944
25 Nov 2021,620032.7912,178106.1099,798976.9231,673864.7473
26 Nov 2021,466355.2,279729.4667,518231.6,489287.3333
27 Nov 2021,262036,76463.3333,327118.5333,290327.7333
28 Nov 2021,173965.95,105110.6,189372.2,185293.4
29 Nov 2021,318895.9756,181775.2195,327504.3902,323326.5366
30 Nov 2021,366820.4615,233376.9846,374490.7692,371566.1538
