category,Average RTTVar,Minimum RTTVar,Maximum RTTVar,Median RTTVar
1 Nov 2021,11475.75,4141.8438,28174.7969,10573.5781
2 Nov 2021,22098.9111,8099.9333,49040.4222,20222.6222
3 Nov 2021,17464.3333,5666.0317,41422.9524,17462.3492
4 Nov 2021,5355.6818,1427.7273,21106.5455,5322.7727
5 Nov 2021,8322.9268,1538.4146,22738.4878,11354.122
6 Nov 2021,14075.451,5666.6471,28648.0196,13262.4902
7 Nov 2021,16652.375,6736.3333,35225.375,16728.9583
8 Nov 2021,35267.5333,11891.9,100704.3667,31501.9
9 Nov 2021,18563,6093.625,41189.4688,16689.0938
10 Nov 2021,20299.2059,5727.3235,50245.5294,18222.0588
11 Nov 2021,9011.7778,2539.8056,23687.8333,7211.2778
12 Nov 2021,12871.7273,3463.6818,36490.0303,11043.1667
13 Nov 2021,23925.4063,5936.9375,60462.6875,26099.5625
14 Nov 2021,21995.7143,7865.9048,47772.1905,22271.1429
15 Nov 2021,31148.0769,14378.7692,65716.7308,34515.7692
16 Nov 2021,7843.5238,2212.2381,27521.9524,7341.5714
17 Nov 2021,0,0,0,0
18 Nov 2021,0,0,0,0
19 Nov 2021,0,0,0,0
20 Nov 2021,21670.5,9751.5,47619,28356.5
21 Nov 2021,11760.375,4662,28488.25,11099.25
22 Nov 2021,23303.5755,7787.1981,56312.4623,21462.7547
23 Nov 2021,15969.8561,3710.3788,39201.4167,18055.4015
24 Nov 2021,13010.9861,3792.4306,33796.4167,12161.5139
25 Nov 2021,29976.4176,6435.5824,77113.022,29166.3297
26 Nov 2021,12810.6667,2936.5667,36996.8333,10241.9333
27 Nov 2021,32241.2667,9082.4,75507.2333,32691.9333
28 Nov 2021,26970.85,8656.1,65524,20608.95
29 Nov 2021,10414.1463,3487.4634,28881.6829,9629.1951
30 Nov 2021,8856.7846,2636.3077,23422.8769,9063.0615
