category,Average BytesAcked,Minimum BytesAcked,Maximum BytesAcked,Median BytesAcked
1 Nov 2021,28814.7813,3770.8281,53972.3906,29311.8125
2 Nov 2021,28623.5556,4367.7556,53543.8222,29160.2667
3 Nov 2021,28888.3333,4591.3333,53329.9206,29515.746
4 Nov 2021,28204.6818,4756,51768.6818,28542.4545
5 Nov 2021,29363.3415,4746.1463,53653.7561,30065.5366
6 Nov 2021,29462.4902,4752.0392,54330.4118,29918.1569
7 Nov 2021,29201.1667,4730.75,53905.5833,29691.6667
8 Nov 2021,27838.5667,4610.0333,50947.3,28362.6333
9 Nov 2021,28603.4688,4756,52561.8125,29311.7813
10 Nov 2021,28103.4118,4738.1765,51456.6765,28690.2353
11 Nov 2021,30522.25,4727.9444,56251.3333,31161.0278
12 Nov 2021,29067.8939,4746.8182,53479.4091,29562.0909
13 Nov 2021,27129.0938,4718.125,49779.2813,27666.4688
14 Nov 2021,28303.8571,4746.381,52295.9048,28800.4762
15 Nov 2021,29836.6538,4740.4615,54607.5769,30312.3462
16 Nov 2021,30766.9048,4746.381,57068.381,31600.5238
17 Nov 2021,0,0,0,0
18 Nov 2021,0,0,0,0
19 Nov 2021,0,0,0,0
20 Nov 2021,33300,4755,61473,34202
21 Nov 2021,27472.25,4729.75,49587.875,27482.25
22 Nov 2021,29158.8396,4653.6226,53916.8302,29715.8019
23 Nov 2021,29575.7121,4741.2273,54545.5985,30097.1212
24 Nov 2021,29381.0833,4743.7778,54059.8056,29906.7083
25 Nov 2021,29163.7473,4503.5165,54057.4066,29831.2747
26 Nov 2021,29861.4333,4615.8,55278.3,30621.9
27 Nov 2021,28980.1333,4721.3333,53685.6333,29757.2333
28 Nov 2021,28413.15,4734.8,52746.85,29050.5
29 Nov 2021,29709.6098,4740.2195,54776.2683,30235.6341
30 Nov 2021,29743.4923,4690.9846,54941.9538,30342.8154
