category,Average RTTVar,Minimum RTTVar,Maximum RTTVar,Median RTTVar
1 Nov 2021,4041,1098.3385,14371.3538,4114.1385
2 Nov 2021,14304.9149,4541.8085,35714.2979,12921.7872
3 Nov 2021,5149.2857,1492.619,15601.2381,5050.8889
4 Nov 2021,4951.0909,1034.1818,21453.9545,3238
5 Nov 2021,3148.0732,665.5366,12312.8293,2796.2683
6 Nov 2021,6417.2115,1917.5385,22017.9231,6272.3077
7 Nov 2021,5493.875,1540.875,17703.8333,5812.25
8 Nov 2021,16481.7241,2883,42899.2414,20144.5517
9 Nov 2021,13889.1563,6330.0625,26288.5625,13868.375
10 Nov 2021,3637.5294,1035.1765,11802.0588,3677.8235
11 Nov 2021,6437.3056,1008.9722,20837.7222,4176.3611
12 Nov 2021,6004.8788,1513.197,19790.1818,6315.8788
13 Nov 2021,7217.9063,1973.6875,25558.5938,6256.5938
14 Nov 2021,9585.4286,2812.9524,27047.4762,9939.5238
15 Nov 2021,23960.5,5769.1667,63371.875,37547.2917
16 Nov 2021,7687.4545,2176.4091,25293.4091,7271.5
17 Nov 2021,0,0,0,0
18 Nov 2021,0,0,0,0
19 Nov 2021,0,0,0,0
20 Nov 2021,16403.5,3757,41461,13140
21 Nov 2021,6442.625,1610.625,21579.25,8531.75
22 Nov 2021,11773.5472,4556.3396,30607.066,11698.6981
23 Nov 2021,4939,1251.4135,16105.3759,4538.6692
24 Nov 2021,6121.4444,1471.125,19288.6528,6641.1667
25 Nov 2021,11578.6087,3561.9239,33529.6522,12849.913
26 Nov 2021,8992.3226,1736.9677,32391.4839,6241.9355
27 Nov 2021,8207.4333,2045.9667,24891.6667,7364.9667
28 Nov 2021,13098.3,3957.85,30942.25,8716.65
29 Nov 2021,5527.4634,977.4146,19385.439,5011.6829
30 Nov 2021,5258.7385,1209.9077,18673.8923,4536.9077
