category,Average SegsOut,Minimum SegsOut,Maximum SegsOut,Median SegsOut
1 Nov 2021,5775.6308,409.6,12134.1077,5875.3385
2 Nov 2021,2920.2553,249.3617,6259.6596,3058.4681
3 Nov 2021,4432.6825,310.0476,9259.6349,4440.5397
4 Nov 2021,6798.3182,618.3636,13254.0909,7018.7273
5 Nov 2021,7280.5854,780.0732,13831.5854,7563.6585
6 Nov 2021,3006.0577,172.4423,6919.1346,2819.6346
7 Nov 2021,3543.7917,222.2083,8290.5833,3359.7083
8 Nov 2021,4682.2069,374.6552,9853.2414,4752.4483
9 Nov 2021,7698.5313,780.9375,15034.8125,8057.3125
10 Nov 2021,8062.6765,517.2941,16552.7059,8212.2353
11 Nov 2021,7551.6389,805.9722,14825.1667,7743.0278
12 Nov 2021,5712.303,580.3333,11267.4242,5934.7879
13 Nov 2021,3864.7188,244.2188,8270.5313,3784.1875
14 Nov 2021,2553.619,202.5714,5408.7143,2548.2381
15 Nov 2021,4631.3333,251.4583,9672.25,4693.875
16 Nov 2021,5135.5,291.0455,10375.0909,5444.7727
17 Nov 2021,0,0,0,0
18 Nov 2021,0,0,0,0
19 Nov 2021,0,0,0,0
20 Nov 2021,1981.5,310.5,4075.5,1987.5
21 Nov 2021,3304.625,172.75,7889.125,3176
22 Nov 2021,4114.7358,352.2736,8407.3208,4161.6415
23 Nov 2021,5456.0226,327.0977,11524.5038,5510.3684
24 Nov 2021,4254.8472,275.4444,9232.7361,4230.0694
25 Nov 2021,5224.5761,328.7174,11374.2826,5117.1413
26 Nov 2021,6793.6774,426.3226,13717.3871,7122.0645
27 Nov 2021,3147.5,149.6,7075.9333,3029.3
28 Nov 2021,3569.35,171,7735.15,3497.6
29 Nov 2021,7063.1463,760.7561,13660.5122,7469.0732
30 Nov 2021,7206.8462,711.1538,14560.8462,7341.9077
