category,Average NotsentBytes,Minimum NotsentBytes,Maximum NotsentBytes,Median NotsentBytes
1 Nov 2021,1345720.9692,568349.1692,1756636.7077,1421984.4769
2 Nov 2021,740973.7872,299021.9574,1012349.0638,787241.8936
3 Nov 2021,1125212.1429,453809.4603,1435789.2381,1202507.7302
4 Nov 2021,2213715.4545,927179.2727,2721756.5455,2507818.2273
5 Nov 2021,1973992.9024,936244.7805,2369073.1707,2095458.5366
6 Nov 2021,477919.9231,182863.0385,660946.2692,510397.0962
7 Nov 2021,522879,248868,747942,564440.875
8 Nov 2021,1177295.0345,515276.3448,1517447.5862,1271697.9655
9 Nov 2021,2435593.1875,1075669.8125,2952334,2563287.125
10 Nov 2021,1626787.2941,655331.8235,2064245.4706,1756572.7353
11 Nov 2021,2126485.8056,938659.0556,2650240.4444,2284617.2222
12 Nov 2021,1360917.3333,655016.4545,1698832.1212,1491969.5606
13 Nov 2021,906080.0625,356292.5625,1146778.0625,968220.7813
14 Nov 2021,455925.7619,211844.8571,596882.2857,477107.1429
15 Nov 2021,1485914,467450.8333,2035451.3333,1621055.8333
16 Nov 2021,1763584.7727,610087.2727,2325198.9091,1898604.9091
17 Nov 2021,0,0,0,0
18 Nov 2021,0,0,0,0
19 Nov 2021,0,0,0,0
20 Nov 2021,534943,307110,738288,604101
21 Nov 2021,517844.75,178397.25,722841.75,545488.5
22 Nov 2021,1061944.6132,470303.9057,1351659.6226,1150067.783
23 Nov 2021,1255151.5038,459717.4586,1612121.218,1353588.0902
24 Nov 2021,1048269.6667,407302.6944,1384193.8611,1140877.5833
25 Nov 2021,1314670.2935,541860.0217,1704380.1304,1421928.8478
26 Nov 2021,2298059.1935,763577.6129,2876344.129,2538275.7097
27 Nov 2021,754898.8,239814.2,1017317.2,834778.2
28 Nov 2021,832639.25,317396.1,1059416.6,930912.9
29 Nov 2021,1868831.2195,741384.7317,2301336.5854,2057290.6098
30 Nov 2021,1743754.5846,716858.1538,2216261.1077,1869372.8154
