category,Average SndMSS,Minimum SndMSS,Maximum SndMSS,Median SndMSS
1 Nov 2021,1369.6875,1369.6875,1369.6875,1369.6875
2 Nov 2021,1363.9111,1363.9111,1363.9111,1363.9111
3 Nov 2021,1358.6667,1358.6667,1358.6667,1358.6667
4 Nov 2021,1402.5455,1402.5455,1402.5455,1402.5455
5 Nov 2021,1400,1400,1400,1400
6 Nov 2021,1338,1338,1338,1338
7 Nov 2021,1338,1338,1338,1338
8 Nov 2021,1387.2,1387.2,1387.2,1387.2
9 Nov 2021,1402.625,1402.625,1402.625,1402.625
10 Nov 2021,1354.4118,1354.4118,1354.4118,1354.4118
11 Nov 2021,1410.1111,1410.1111,1410.1111,1410.1111
12 Nov 2021,1369,1369,1369,1369
13 Nov 2021,1347.6875,1347.6875,1347.6875,1347.6875
14 Nov 2021,1342.2857,1342.2857,1342.2857,1342.2857
15 Nov 2021,1395.8462,1395.8462,1395.8462,1395.8462
16 Nov 2021,1402.6667,1402.6667,1402.6667,1402.6667
17 Nov 2021,0,0,0,0
18 Nov 2021,0,0,0,0
19 Nov 2021,0,0,0,0
20 Nov 2021,1383,1383,1383,1383
21 Nov 2021,1349.25,1349.25,1349.25,1349.25
22 Nov 2021,1361.5472,1361.5472,1361.5472,1361.5472
23 Nov 2021,1363.3636,1363.3636,1363.3636,1363.3636
24 Nov 2021,1364.6944,1364.6944,1364.6944,1364.6944
25 Nov 2021,1368.2418,1368.2418,1368.2418,1368.2418
26 Nov 2021,1393.7333,1393.7333,1393.7333,1393.7333
27 Nov 2021,1338,1338,1338,1338
28 Nov 2021,1348.7,1348.7,1348.7,1348.7
29 Nov 2021,1391.3171,1391.3171,1391.3171,1391.3171
30 Nov 2021,1386.0308,1386.0308,1386.0308,1386.0308
