category,Average NotsentBytes,Minimum NotsentBytes,Maximum NotsentBytes,Median NotsentBytes
1 Oct 2022,0,0,0,0
2 Oct 2022,0,0,0,0
3 Oct 2022,0,0,0,0
4 Oct 2022,0,0,0,0
5 Oct 2022,0,0,0,0
6 Oct 2022,0,0,0,0
7 Oct 2022,1158803.0435,226544.2174,1570336.0435,1387924.6957
8 Oct 2022,1405041.6333,413619.5333,1875637.6667,1577388.6333
9 Oct 2022,164448.1429,88437,225802.2857,176759.5714
10 Oct 2022,1326784.619,313901.4524,1864686.2857,1596318.0476
11 Oct 2022,1616111.9818,368578.1818,2222483.3091,1877678.0909
12 Oct 2022,1043557.2286,287128.6286,1436534.0571,1274616.6286
13 Oct 2022,1978286.4211,525741.8947,2822038.4211,2394391.2632
14 Oct 2022,1253024.5882,268380,1842700.9412,1602283.5294
15 Oct 2022,1430478.4444,446329.3333,2067268,1640692.6667
16 Oct 2022,0,0,0,0
17 Oct 2022,2564061.3077,790984.1538,3266028.1538,2788116.4615
18 Oct 2022,2462838.75,1033097,3136638,2674212.8056
19 Oct 2022,2073218.4286,378538.3571,2733693.5357,2335117.6786
20 Oct 2022,2817120.6486,920177.4054,3578175.7838,3257398.4054
21 Oct 2022,2422989.5,1091725.1667,3006041.6667,2710309.75
22 Oct 2022,378668,112392,532524,441205.5
23 Oct 2022,465431.0714,190951.7143,687445.2857,495442.2857
24 Oct 2022,2098481.6786,394147.0714,2988460.1429,2344926.2857
25 Oct 2022,1988831.625,375586.625,2654590.75,2222544.3125
26 Oct 2022,1680759,86916,2401746,2202763.5
27 Oct 2022,1927834.6,425879.4,2649368.3,2146204.4
28 Oct 2022,2419778.1667,339681,3345502.6667,2808458.6111
29 Oct 2022,1738741.2,159001.2,2298552,2125944
30 Oct 2022,342303.4,102223.2,485961.6,331556.4
31 Oct 2022,2469169.1111,511582.6667,3511281.8889,2845982
