category,Average BytesRetrans,Minimum BytesRetrans,Maximum BytesRetrans,Median BytesRetrans
1 Oct 2022,0,0,0,0
2 Oct 2022,0,0,0,0
3 Oct 2022,0,0,0,0
4 Oct 2022,0,0,0,0
5 Oct 2022,0,0,0,0
6 Oct 2022,0,0,0,0
7 Oct 2022,1198866.5,4615.6522,2018305.6087,1374182.7391
8 Oct 2022,1809439.6667,10882.8667,2722648.3333,2082872.9333
9 Oct 2022,64460.9286,4245.3571,149108.6429,62155.2857
10 Oct 2022,721269.9286,5216.2619,1495599.9762,825761.3333
11 Oct 2022,1016732.6727,5293.4545,1888262.6909,1212645.1091
12 Oct 2022,508887.7143,7296.0571,1152605.1429,522104.9714
13 Oct 2022,1436349.7368,1199.1053,2902438.0526,1500249.3684
14 Oct 2022,483902.8235,2635.8824,1390296.8235,381828.9412
15 Oct 2022,760473.2222,2886.1111,1914732.5556,707087.4444
16 Oct 2022,0,0,0,0
17 Oct 2022,2027509.3077,14630.3846,3073671.9231,2293119.6154
18 Oct 2022,742896.0556,16126.6111,1248947.1667,908887.4444
19 Oct 2022,1797340.1429,0,2841642.2857,2085207.9286
20 Oct 2022,1875333.6757,9846.7838,2989339.8649,2117468.9459
21 Oct 2022,657184.25,30573.3333,997176,689976.5
22 Oct 2022,80299.5,0,226122,64893
23 Oct 2022,15458.6429,1065.7143,37574,13490
24 Oct 2022,868496.25,1248.6786,1439341.1071,1027382.1786
25 Oct 2022,1799193.4375,0,2984837.9375,2072507.5
26 Oct 2022,1649717.5,0,2918172,2109156
27 Oct 2022,1096320,936.6,1926493,1272373.4
28 Oct 2022,1283011.1111,30.1111,1943051.7778,1653204.7778
29 Oct 2022,1934215.6,0,3254857.2,2079934.8
30 Oct 2022,14928.2,0,29971.2,14718
31 Oct 2022,1041000,0,1856453.3333,1196147.5556
