category,Average BusyTime,Minimum BusyTime,Maximum BusyTime,Median BusyTime
1 Apr 2022,4448247.4571,255542.8571,9688685.7143,4395657.1429
2 Apr 2022,4495099.5263,240842.1053,9817473.6842,4334631.5789
3 Apr 2022,4471284.65,305600,9661200,4395300
4 Apr 2022,4260755.7353,269058.8235,9465529.4118,4331647.0588
5 Apr 2022,4410127.3913,238260.8696,9637304.3478,4473869.5652
6 Apr 2022,4506219.1111,301925.9259,9761777.7778,4470518.5185
7 Apr 2022,4429999.7442,210418.6047,9795162.7907,4435813.9535
8 Apr 2022,4342723.8462,209384.6154,9806153.8462,4260307.6923
9 Apr 2022,4459461.8636,297636.3636,9725272.7273,4416909.0909
10 Apr 2022,4469042.6,256000,9926600,4111700
11 Apr 2022,4536214.75,255000,9856000,4543277.7778
12 Apr 2022,4475447.0845,282873.2394,9646197.1831,4550169.0141
13 Apr 2022,3990617.75,401000,8892000,3662000
14 Apr 2022,4335918.9362,299063.8298,9753446.8085,4159361.7021
15 Apr 2022,4337131.4324,284000,9779027.027,4252216.2162
16 Apr 2022,4246186,161600,9770400,4502400
17 Apr 2022,4106897.7,209600,9781200,4009800
18 Apr 2022,4307263.4762,273714.2857,9680095.2381,4255333.3333
19 Apr 2022,4402694.2754,335478.2609,9687768.1159,4392666.6667
20 Apr 2022,4401565.6575,248821.9178,9700602.7397,4314383.5616
21 Apr 2022,4386712.1915,265106.383,9662553.1915,4419234.0426
22 Apr 2022,4343469.3824,234352.9412,9682941.1765,4250764.7059
23 Apr 2022,4381829.2857,298285.7143,9600571.4286,4397142.8571
24 Apr 2022,4437636.0303,260484.8485,9310666.6667,4607575.7576
25 Apr 2022,4332387,276188.2353,9644282.3529,4324541.1765
26 Apr 2022,4353351.2432,223351.3514,9631135.1351,4374108.1081
27 Apr 2022,4422309.4194,237161.2903,9565032.2581,4476193.5484
28 Apr 2022,4499580.2439,316878.0488,9718926.8293,4457804.878
29 Apr 2022,4374635.8846,280923.0769,9723384.6154,4213807.6923
30 Apr 2022,4346915.9091,303454.5455,9613636.3636,4347000
