category,Average SegsOut,Minimum SegsOut,Maximum SegsOut,Median SegsOut
1 Apr 2022,8238.7429,534.0286,16704.8571,8379.8857
2 Apr 2022,7736.2632,526.4211,16293.0526,7486.4737
3 Apr 2022,6610.55,891.45,13043.25,6646.6
4 Apr 2022,4211.7941,229.7353,8791.7353,4551.4706
5 Apr 2022,8037.7826,568.5652,16113.7609,8343.8913
6 Apr 2022,8998.8519,787.0741,18198.5556,9192.2593
7 Apr 2022,8376.1163,472.6512,17591.0465,8530.2326
8 Apr 2022,4504.6923,229.2692,10185.4231,4238.0385
9 Apr 2022,5646.1364,813.7727,10911.6818,5630.9545
10 Apr 2022,7038.4,236.85,15661.4,6494.3
11 Apr 2022,7221.8333,756.5556,14614.9167,7313.3056
12 Apr 2022,6073.6338,604.2535,12161.8592,6189.662
13 Apr 2022,3961,542.75,7898,3856.75
14 Apr 2022,3989.1915,218.2979,8950.766,3800.1064
15 Apr 2022,1753.8378,112.8919,3978.2703,1707.7838
16 Apr 2022,1296.2,50.4,3024.8,1345.6
17 Apr 2022,2390.1,113.9,5715.3,2281.6
18 Apr 2022,2628.2381,175.2857,5880.6667,2612.7857
19 Apr 2022,5109.3623,435.9565,10843.942,5113.058
20 Apr 2022,6660.9726,550.0274,13788.8082,6698.3699
21 Apr 2022,4675.3617,353.9574,9481.3617,4794.8085
22 Apr 2022,6138.8529,610,12632.6765,6210.6176
23 Apr 2022,2584.7143,244,4948.8571,2647.8571
24 Apr 2022,6061.3636,889.0909,11453.4242,6111.8182
25 Apr 2022,5927.1176,469.0118,12336.3882,6065.1882
26 Apr 2022,7992.1892,634.7838,15867.0541,8261.9189
27 Apr 2022,8699.3226,796.3871,17352.2903,9048.6452
28 Apr 2022,6041.7561,642.3171,12086.8293,6258.9512
29 Apr 2022,4784.4615,274.6154,10719.8462,4598.0192
30 Apr 2022,3876.0909,414.9091,8100,3857.7727
