category,Average RTT,Minimum RTT,Maximum RTT,Median RTT
1 Apr 2022,48114.8857,19671.5143,133903.4571,53970.0571
2 Apr 2022,84244.4211,28268.8947,195269.8947,98137.1579
3 Apr 2022,71627.55,27076.9,151623.95,75094.5
4 Apr 2022,96832.2941,32644.9706,218203.8529,103153.9118
5 Apr 2022,46603.6957,13751.8043,120501.087,39071.1522
6 Apr 2022,33123.3333,11494.1852,88023.2222,27729.3333
7 Apr 2022,40367.7674,13147.3023,128420.5116,31709.4651
8 Apr 2022,79560.7692,24409.1154,184302.4231,94554.6538
9 Apr 2022,64252.9545,24818.0455,130012.7273,50277.5
10 Apr 2022,85407.1,39100.45,163631.6,94116.45
11 Apr 2022,60130.3611,22011.7778,128017.8611,61982.5
12 Apr 2022,87137.507,30034.7887,189588.8873,104077.493
13 Apr 2022,156888.75,57715.75,333828,208246.75
14 Apr 2022,111560.5319,46852,214768.4043,105091.1702
15 Apr 2022,120239.7027,41627.1081,226380.9459,124472.3514
16 Apr 2022,106671.8,35795.4,191715,102650.6
17 Apr 2022,100902.6,33302.6,225915.5,116101.2
18 Apr 2022,128971.7381,44676.3333,263878.7381,133890.619
19 Apr 2022,89804.6667,37817.8406,180562.3768,94352.1159
20 Apr 2022,57447.3699,21110.7945,140071.2603,73734.3562
21 Apr 2022,81807.5532,25902.1277,180045.8511,79113.7234
22 Apr 2022,52970.2941,17026.4706,138759.0294,59992.1765
23 Apr 2022,193785.8571,59265.4286,406935.7143,249331.7143
24 Apr 2022,112710.4242,28773.303,243586.6364,117522.6667
25 Apr 2022,72067.1294,23983.1176,169020.4118,69645.0941
26 Apr 2022,34642.4324,9366.4054,134404,23961.9189
27 Apr 2022,31545.2903,8273.8065,105308.3226,23828.5161
28 Apr 2022,70122.2927,25079.0244,172881.2927,85623.7561
29 Apr 2022,83992.4423,33224.5577,173546.2308,88647.6346
30 Apr 2022,119306.9091,42787.9091,226310.3636,109269.5455
