category,Average BytesAcked,Minimum BytesAcked,Maximum BytesAcked,Median BytesAcked
1 Apr 2022,10753142.4286,592437.0286,21854777.3143,10936837.7429
2 Apr 2022,10094575.7895,617970.3158,21430596.7368,9741900.3684
3 Apr 2022,8649272.4,1125164,17128434,8681172.05
4 Apr 2022,5535444.2353,245073.2941,11596242.0588,5994477.2059
5 Apr 2022,10517069.7826,683845.6957,21135223.0435,10918715.2391
6 Apr 2022,11813981.3333,977983.3333,23948812.1481,12047336.8148
7 Apr 2022,11029425.6744,553245.8605,23240725.5349,11259424.2326
8 Apr 2022,5978474.5385,248393.1538,13613385.0769,5616548.0385
9 Apr 2022,7370030.3182,1012134.3182,14305260.3182,7343540.8182
10 Apr 2022,9193044.25,218176.5,20710006.8,8452488.45
11 Apr 2022,9467713.25,871022.3889,19336006.8889,9586936.25
12 Apr 2022,7933251.7746,715112.4507,15948779.6338,8083599.493
13 Apr 2022,5106266.5,661742.5,10245539.5,4967130.75
14 Apr 2022,5195915.3617,210357.3191,11822952.2553,4935631.3404
15 Apr 2022,2272812.2432,102497.8378,5248299.2432,2210293.5405
16 Apr 2022,1676395.4,31458.8,3987682.8,1741716
17 Apr 2022,3109650.3,98513.2,7563755.4,2950331.4
18 Apr 2022,3428465.5476,163483.1905,7810169.2857,3398937.6429
19 Apr 2022,6679106.7246,502350.1014,14303219.087,6675997.5797
20 Apr 2022,8701280.2466,661371.0411,18083262.3288,8753732.589
21 Apr 2022,6092488.8298,410317.1489,12401377.0638,6255581.3191
22 Apr 2022,8082767.0882,754878.0588,16659175.0588,8184779.1471
23 Apr 2022,3380955.2857,279167.7143,6577550.2857,3440674.2857
24 Apr 2022,7937776.6061,1116013.9394,15006352.4848,8004060.9394
25 Apr 2022,7766070.6941,548395.1059,16228928.7059,7956514.2824
26 Apr 2022,10470707.7297,763707.6757,20830670.1081,10857905.2703
27 Apr 2022,11407727.5484,975278.8387,22703194.129,11910907.9355
28 Apr 2022,7918212.9024,773047.0244,15865818.1463,8218362.439
29 Apr 2022,6303231.5,286227.9615,14251402.5,6046504.5385
30 Apr 2022,5046154.5,490693.6364,10651891.4545,5019649.7273
