category,Average RTTVar,Minimum RTTVar,Maximum RTTVar,Median RTTVar
1 Apr 2022,13175.3429,3962.9143,35809.3429,16866.2571
2 Apr 2022,18263.3158,4423.7895,42539.8421,19136.3684
3 Apr 2022,25531.2,5287.75,68202,26246.45
4 Apr 2022,26719.6176,5327.5882,65304.4118,30887.6471
5 Apr 2022,14490.5435,2906.1957,36285.5435,16484.6522
6 Apr 2022,10006.5556,2369.5926,33871.5926,13025.0741
7 Apr 2022,10460.9767,2126.4419,33066.5349,9467.2791
8 Apr 2022,10533.6154,3577.4231,26224.1538,10253.6154
9 Apr 2022,12482.6818,3628.0455,32393.7273,8596.3182
10 Apr 2022,20914.95,6418.1,63025,18637.85
11 Apr 2022,15135.5135,4104.5676,37608.5405,16584.5946
12 Apr 2022,25333.5797,4909.8261,65932.7246,30266.8406
13 Apr 2022,47424,18813.1667,104215,40646
14 Apr 2022,37419.7872,6803.9149,88125.7872,43010.5745
15 Apr 2022,12866.2162,5346.7027,26825.0541,12156.0811
16 Apr 2022,49094.6,6747,115011.6,41620.2
17 Apr 2022,50771.7,7398.6,120433.6,59983
18 Apr 2022,48804.1707,11094.1707,115763.2195,46769.5366
19 Apr 2022,47050.1571,9126.9,108503.2143,55226.8429
20 Apr 2022,15308.7083,3904.3333,45720.2917,15401.6667
21 Apr 2022,10990,3401.6875,28815.125,11251.0417
22 Apr 2022,8008.7647,2492.2647,28007.4412,7676.2647
23 Apr 2022,75685.4286,24535,172917.2857,143992.7143
24 Apr 2022,26343.5,6564.6875,64681.875,19092.5
25 Apr 2022,25912.1647,5803.8941,70350.5882,28213.0941
26 Apr 2022,16223.2432,1820.5946,56042.1351,17337.3514
27 Apr 2022,9478.9032,2001.6452,30517.8065,8199.129
28 Apr 2022,15236.9286,3191.619,39945.0714,22161.2857
29 Apr 2022,18670.9038,5242.6346,45739.0385,23889.6923
30 Apr 2022,21221.5455,6782.8182,54189.0909,20562.7273
