category,Average BytesRetrans,Minimum BytesRetrans,Maximum BytesRetrans,Median BytesRetrans
1 Apr 2022,499507.7143,50.1714,1059080.9714,535204.2571
2 Apr 2022,227269.4737,7860.9474,447665.2632,238542.7368
3 Apr 2022,339893.5,24706.9,664318.3,363939.15
4 Apr 2022,238263.5,536.1176,577643.4706,247337.6176
5 Apr 2022,591332.6957,1244.4348,1296141.4348,641699.3478
6 Apr 2022,582379.3704,856,1252719.2593,624893.037
7 Apr 2022,460522.4186,13760.186,1079650.8372,463849.3721
8 Apr 2022,145777.7308,1625.6923,397500.2308,119247.9615
9 Apr 2022,374363.6818,21128.5455,706181.5455,388198.5455
10 Apr 2022,13419.95,0,42603.3,9198.75
11 Apr 2022,363481.2778,53159.3889,688377.7222,378904.2222
12 Apr 2022,382002.2817,21894.9014,797722.5634,393162.4648
13 Apr 2022,269140,2100,541917.5,292697.5
14 Apr 2022,7778.8085,221.7447,19932.383,6780.383
15 Apr 2022,4142,144.6486,9009.5676,4158.6486
16 Apr 2022,1433.8,0,4816.8,535.2
17 Apr 2022,4436.2,0,6823.8,5151.3
18 Apr 2022,5778.5238,0,14742.4286,4759.8571
19 Apr 2022,126146.1304,8160.3768,252414.087,139078.3623
20 Apr 2022,395431.8219,13565.3699,864347.9452,394387.6164
21 Apr 2022,269060.8936,56.9362,579407.9574,284066.9362
22 Apr 2022,348262.9412,26968.3529,821243.7647,331905.5588
23 Apr 2022,183150.7143,3638.8571,328158.8571,191426.8571
24 Apr 2022,477536.3636,35060.4848,948225.697,485473.4545
25 Apr 2022,312376.5176,6133.0588,710074.4,312055.5294
26 Apr 2022,562006.5405,6238.7568,1203869.027,587629.7838
27 Apr 2022,595637.9355,12566.7742,1376786.4516,584247.2258
28 Apr 2022,394870,12939.561,889925.7561,419329.3902
29 Apr 2022,67229.5769,1093.2308,173111.0385,67069.9038
30 Apr 2022,132079.0455,9647.3636,253471.7273,146919.5
