category,Maximum Download Bandwidth,Minimum Download Bandwidth,Maximum Upload Bandwidth,Minimum Upload Bandwidth
1 Apr 2022,43.8934436568,14.142448,4.6739284568,4.5403163432
2 Apr 2022,43.5643465264,11.2843642104,4.1526421056,3.7230151576
3 Apr 2022,38.964521600000005,11.4219236,6.224153599999999,6.046851599999999
4 Apr 2022,24.3972388232,8.3874416472,3.6430016472,2.9862828232
5 Apr 2022,43.298760696,14.4123469568,5.952212348000001,5.3917024344
6 Apr 2022,44.1853851848,15.9859484448,6.657983407200001,6.2055327408
7 Apr 2022,44.337809488,15.815125395199999,5.974822884,5.329350883999999
8 Apr 2022,22.8031652304,9.9288633848,3.3050923080000003,2.3217529232
9 Apr 2022,41.659736,9.1864065456,6.308728,6.251188364
10 Apr 2022,24.3110728,10.0923912,1.03609,1.0116228
11 Apr 2022,41.889840444799994,12.536380666400001,5.0028408648,4.4238010808
12 Apr 2022,36.290044957599996,11.4166357184,4.9651960576,4.7504377968
13 Apr 2022,18.946588,7.166336,3.8933893336,3.7669573336
14 Apr 2022,15.304576,7.270872,1.160329532,0.9750085104
15 Apr 2022,8.6234698376,2.7002713512,1.2629591351999998,1.1686028112000002
16 Apr 2022,6.194289599999999,2.2605872000000002,1.372736,1.0867792
17 Apr 2022,10.421412,4.5189432,1.4406192,1.249216
18 Apr 2022,12.1065278096,5.1455118096,0.9619859512,0.8417799024
19 Apr 2022,22.734188637600003,8.877664,3.0046488,2.5285289144000003
20 Apr 2022,41.5305239456,10.5922430688,6.0268333336,5.6483912224
21 Apr 2022,23.4665521704,8.430859064,4.338237833599999,4.1998656664
22 Apr 2022,35.3340618824,11.9975995296,5.6000541176,3.6967628232
23 Apr 2022,19.131078856800002,4.5913588568,3.0251931431999997,2.9474708568000003
24 Apr 2022,41.118286788000006,10.5667873936,7.5066822504,7.4205937504
25 Apr 2022,32.4120658824,11.747519623199999,4.7236244704,4.1777053176
26 Apr 2022,52.6583662704,15.328692972799999,8.4350415136,7.6613794592
27 Apr 2022,63.693325677599994,15.6751060648,8.4385228384,7.2546536776
28 Apr 2022,34.7448833168,11.271954732000001,5.2619083808000005,4.4829573336
29 Apr 2022,20.893562308,10.5549072304,2.4124552304,1.7963118463999999
30 Apr 2022,20.869506181600002,6.9455261816,3.0474450912,2.9684189088
